ApsimVersion = 7.9
Title = Rice-wheat
           Date           year            day            esw        no3_Tot     crop_stage            dae  total_biomass storage_organs     rice_yield        N_avail           rain         dul(1)          sw(1)          no3()         NH4(1)         NH4(2)         NH4(3)         NH4(4)         NH4(5)         NH4(6)          drain     irrigation     wheat_biom    wheat_yield         runoff     fertiliser          nh4()      LAI(rice)     LAI(wheat)     leaftotaln           nflv sw_stress_expan sw_stress_photo sw_stress_pheno
   (dd/mm/yyyy)         (year)          (day)           (mm)        (kg/ha)             ()            (d)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)           (mm)        (mm/mm)        (mm/mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)           (mm)           (mm)        (kg/ha)        (kg/ha)           (mm)        (kg/ha)        (kg/ha)             ()      (m^2/m^2)        (g/m^2)             ()              ()              ()              ()
     04/03/2002           2002             63        101.841           31.7              0              0            0.0            0.0            0.0           12.0          0.000          0.386          0.222           31.7            0.6            0.1            0.1            0.0            0.0            0.0          0.000          0.000         6223.0         3003.0          0.000            0.0            0.8          0.000          0.807           0.44          0.000           0.000           0.000           0.000
     05/03/2002           2002             64        101.604           31.6              0              0            0.0            0.0            0.0           12.0          0.000          0.386          0.221           31.6            0.6            0.1            0.1            0.0            0.0            0.0          0.000          0.000         6231.6         3011.6          0.000            0.0            0.8          0.000          0.754           0.44          0.000           0.000           0.000           0.000
     06/03/2002           2002             65        101.379           31.5              0              0            0.0            0.0            0.0           12.0          0.000          0.386          0.219           31.5            0.6            0.1            0.1            0.0            0.0            0.0          0.000          0.000         6238.6         3018.5          0.000            0.0            0.8          0.000          0.703           0.44          0.000           0.000           0.000           0.000
     07/03/2002           2002             66        101.160           31.5              0              0            0.0            0.0            0.0           12.0          0.000          0.386          0.218           31.5            0.6            0.1            0.1            0.0            0.0            0.0          0.000          0.000         6245.0         3025.0          0.000            0.0            0.8          0.000          0.653           0.43          0.000           0.000           0.000           0.000
     08/03/2002           2002             67        100.936           31.4              0              0            0.0            0.0            0.0           12.0          0.000          0.386          0.217           31.4            0.6            0.1            0.1            0.0            0.0            0.0          0.000          0.000         6251.4         3031.4          0.000            0.0            0.8          0.000          0.610           0.43          0.000           0.000           0.000           0.000
     09/03/2002           2002             68        100.748           31.5              0              0            0.0            0.0            0.0           12.0          0.000          0.386          0.215           31.5            0.6            0.1            0.1            0.0            0.0            0.0          0.000          0.000         6257.3         3031.4          0.000            0.0            0.8          0.000          0.570           0.43          0.000           0.000           0.000           0.000
     10/03/2002           2002             69        100.542           31.6              0              0            0.0            0.0            0.0           12.0          0.000          0.386          0.214           31.6            0.6            0.1            0.1            0.0            0.0            0.0          0.000          0.000         6257.9         3031.4          0.000            0.0            0.8          0.000          0.530           0.43          0.000           0.000           0.000           0.000
     11/03/2002           2002             70        100.466           31.7              0              0            0.0            0.0            0.0           12.0          0.000          0.386          0.213           31.7            0.6            0.1            0.1            0.0            0.0            0.0          0.000          0.000         6257.9         3031.4          0.000            0.0            0.8          0.000          0.495           0.43          0.000           0.000           0.000           0.000
     12/03/2002           2002             71        100.450           31.8              0              0            0.0            0.0            0.0           12.0          0.000          0.386          0.212           31.8            0.6            0.1            0.1            0.0            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.8          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     13/03/2002           2002             72        100.435           31.9              0              0            0.0            0.0            0.0           12.0          0.000          0.386          0.210           31.9            0.6            0.1            0.1            0.0            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.8          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     14/03/2002           2002             73        100.419           32.0              0              0            0.0            0.0            0.0           12.0          0.000          0.386          0.209           32.0            0.6            0.1            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.8          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     15/03/2002           2002             74        100.402           32.1              0              0            0.0            0.0            0.0           12.0          0.000          0.386          0.208           32.1            0.6            0.1            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     16/03/2002           2002             75        100.385           32.3              0              0            0.0            0.0            0.0           12.1          0.000          0.386          0.207           32.3            0.6            0.1            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     17/03/2002           2002             76        100.368           32.4              0              0            0.0            0.0            0.0           12.1          0.000          0.386          0.206           32.4            0.6            0.1            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     18/03/2002           2002             77        100.351           32.6              0              0            0.0            0.0            0.0           12.1          0.000          0.386          0.205           32.6            0.6            0.1            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     19/03/2002           2002             78        100.333           32.7              0              0            0.0            0.0            0.0           12.1          0.000          0.386          0.204           32.7            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     20/03/2002           2002             79        100.315           32.9              0              0            0.0            0.0            0.0           12.1          0.000          0.386          0.202           32.9            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     21/03/2002           2002             80        100.296           33.0              0              0            0.0            0.0            0.0           12.1          0.000          0.386          0.201           33.0            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     22/03/2002           2002             81        100.278           33.2              0              0            0.0            0.0            0.0           12.1          0.000          0.386          0.200           33.2            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     23/03/2002           2002             82        100.258           33.3              0              0            0.0            0.0            0.0           12.1          0.000          0.386          0.199           33.3            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     24/03/2002           2002             83        100.239           33.4              0              0            0.0            0.0            0.0           12.1          0.000          0.386          0.198           33.4            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     25/03/2002           2002             84        100.219           33.6              0              0            0.0            0.0            0.0           12.1          0.000          0.386          0.197           33.6            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     26/03/2002           2002             85        100.199           33.7              0              0            0.0            0.0            0.0           12.1          0.000          0.386          0.196           33.7            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     27/03/2002           2002             86        100.179           33.9              0              0            0.0            0.0            0.0           12.1          0.000          0.386          0.195           33.9            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     28/03/2002           2002             87        115.286           33.6              0              0            0.0            0.0            0.0           11.7         24.000          0.386          0.335           33.6            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     29/03/2002           2002             88        113.319           33.5              0              0            0.0            0.0            0.0           11.5          0.000          0.386          0.322           33.5            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     30/03/2002           2002             89        111.841           33.7              0              0            0.0            0.0            0.0           11.4          0.000          0.386          0.312           33.7            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     31/03/2002           2002             90        110.901           34.0              0              0            0.0            0.0            0.0           11.6          0.000          0.386          0.306           34.0            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     01/04/2002           2002             91        110.152           34.5              0              0            0.0            0.0            0.0           11.9          0.000          0.386          0.300           34.5            0.5            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     02/04/2002           2002             92        118.046           34.3              0              0            0.0            0.0            0.0           11.6         10.000          0.386          0.352           34.3            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     03/04/2002           2002             93        120.960           34.0              0              0            0.0            0.0            0.0           11.2          5.000          0.386          0.371           34.0            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            0.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     04/04/2002           2002             94        134.904           33.5              0              0            0.0            0.0            0.0            9.4         17.000          0.386          0.416           33.5            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.215            0.0            1.0          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     05/04/2002           2002             95        132.519           33.5              0              0            0.0            0.0            0.0            8.9          0.000          0.386          0.390           33.5            0.6            0.2            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.0          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     06/04/2002           2002             96        130.505           33.8              0              0            0.0            0.0            0.0            8.9          0.000          0.386          0.375           33.8            0.6            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.0          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     07/04/2002           2002             97        129.329           34.3              0              0            0.0            0.0            0.0            9.1          0.000          0.386          0.367           34.3            0.6            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.0          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     08/04/2002           2002             98        128.407           35.0              0              0            0.0            0.0            0.0            9.6          0.000          0.386          0.360           35.0            0.6            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.1          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     09/04/2002           2002             99        128.237           35.7              0              0            0.0            0.0            0.0           10.0          3.000          0.386          0.359           35.7            0.6            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.1          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     10/04/2002           2002            100        127.473           36.6              0              0            0.0            0.0            0.0           10.7          0.000          0.386          0.353           36.6            0.7            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.2          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     11/04/2002           2002            101        140.961           36.1              0              0            0.0            0.0            0.0            9.4         16.000          0.386          0.419           36.1            0.7            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.154            0.0            1.1          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     12/04/2002           2002            102        138.385           36.3              0              0            0.0            0.0            0.0            9.0          0.000          0.386          0.391           36.3            0.6            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.1          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     13/04/2002           2002            103        136.177           36.7              0              0            0.0            0.0            0.0            9.0          0.000          0.386          0.375           36.7            0.6            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.1          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     14/04/2002           2002            104        134.975           37.2              0              0            0.0            0.0            0.0            9.3          0.000          0.386          0.367           37.2            0.6            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.1          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     15/04/2002           2002            105        134.040           38.0              0              0            0.0            0.0            0.0            9.8          0.000          0.386          0.360           38.0            0.6            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.1          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     16/04/2002           2002            106        133.247           38.8              0              0            0.0            0.0            0.0           10.5          0.000          0.386          0.355           38.8            0.8            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.2          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     17/04/2002           2002            107        132.546           39.8              0              0            0.0            0.0            0.0           11.3          0.000          0.386          0.351           39.8            0.9            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.4          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     18/04/2002           2002            108        131.912           40.8              0              0            0.0            0.0            0.0           12.2          0.000          0.386          0.347           40.8            1.1            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.5          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     19/04/2002           2002            109        131.327           41.9              0              0            0.0            0.0            0.0           13.1          0.000          0.386          0.343           41.9            1.1            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.6          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     20/04/2002           2002            110        130.783           43.1              0              0            0.0            0.0            0.0           14.0          0.000          0.386          0.339           43.1            1.2            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.6          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     21/04/2002           2002            111        130.271           44.2              0              0            0.0            0.0            0.0           14.9          0.000          0.386          0.336           44.2            1.2            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.6          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     22/04/2002           2002            112        129.787           45.3              0              0            0.0            0.0            0.0           15.7          0.000          0.386          0.333           45.3            1.2            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.6          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     23/04/2002           2002            113        134.875           45.7              0              0            0.0            0.0            0.0           15.4          8.000          0.386          0.367           45.7            0.7            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.2          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     24/04/2002           2002            114        133.026           46.0              0              0            0.0            0.0            0.0           15.3          0.000          0.386          0.355           46.0            0.6            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.1          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     25/04/2002           2002            115        132.347           46.4              0              0            0.0            0.0            0.0           15.4          0.000          0.386          0.350           46.4            0.6            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.1          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     26/04/2002           2002            116        131.729           46.9              0              0            0.0            0.0            0.0           15.6          0.000          0.386          0.346           46.9            0.6            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.1          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     27/04/2002           2002            117        131.263           47.5              0              0            0.0            0.0            0.0           15.9          3.000          0.386          0.343           47.5            0.6            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.1          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     28/04/2002           2002            118        130.723           48.1              0              0            0.0            0.0            0.0           16.3          2.000          0.386          0.340           48.1            0.6            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.1          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     29/04/2002           2002            119        130.214           49.0              0              0            0.0            0.0            0.0           16.9          0.000          0.386          0.336           49.0            0.7            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.2          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     30/04/2002           2002            120        129.733           49.9              0              0            0.0            0.0            0.0           17.7          1.000          0.386          0.333           49.9            0.9            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.3          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     01/05/2002           2002            121        129.275           50.9              0              0            0.0            0.0            0.0           18.6          0.000          0.386          0.331           50.9            1.0            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.5          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     02/05/2002           2002            122        128.836           52.0              0              0            0.0            0.0            0.0           19.5          0.000          0.386          0.328           52.0            1.1            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.5          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     03/05/2002           2002            123        128.415           53.1              0              0            0.0            0.0            0.0           20.4          0.000          0.386          0.325           53.1            1.1            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.6          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     04/05/2002           2002            124        128.010           54.2              0              0            0.0            0.0            0.0           21.3          0.000          0.386          0.323           54.2            1.1            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.6          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     05/05/2002           2002            125        140.183           54.5              0              0            0.0            0.0            0.0           20.3         15.000          0.386          0.393           54.5            0.7            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.2          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     06/05/2002           2002            126        154.290           53.7              0              0            0.0            0.0            0.0           16.8         17.000          0.386          0.417           53.7            0.7            0.3            0.1            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.2          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     07/05/2002           2002            127        176.471           53.3              0              0            0.0            0.0            0.0           12.8         48.000          0.386          0.405           53.3            1.2            0.4            0.2            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            1.8          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     08/05/2002           2002            128        189.379           53.3              0              0            0.0            0.0            0.0           11.9          0.000          0.386          0.416           53.3            1.7            0.5            0.2            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            2.5          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     09/05/2002           2002            129        212.110           52.7              0              0            0.0            0.0            0.0            9.5         32.000          0.386          0.407           52.7            2.1            0.6            0.2            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            3.0          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     10/05/2002           2002            130        222.641           52.7              0              0            0.0            0.0            0.0            9.4         13.000          0.386          0.416           52.7            2.4            0.7            0.3            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            3.5          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     11/05/2002           2002            131        233.649           52.5              0              0            0.0            0.0            0.0            7.8         14.000          0.386          0.416           52.5            1.6            0.8            0.3            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            2.8          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     12/05/2002           2002            132        256.181           52.1              0              0            0.0            0.0            0.0            5.7         26.000          0.386          0.413           52.1            0.9            0.9            0.4            0.1            0.0            0.0          0.000          0.000            0.0            0.0          0.000            0.0            2.3          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     13/05/2002           2002            133        270.110           51.2              0              0            0.0            0.0            0.0            4.3         19.000          0.386          0.415           51.2            0.8            1.0            0.5            0.1            0.0            0.0          1.959          0.000            0.0            0.0          0.000            0.0            2.3          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     14/05/2002           2002            134        264.937           50.9              0              0            0.0            0.0            0.0            4.3          0.000          0.386          0.390           50.9            0.6            1.0            0.5            0.1            0.0            0.0          2.721          0.000            0.0            0.0          0.000            0.0            2.3          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     15/05/2002           2002            135        259.862           51.0              0              0            0.0            0.0            0.0            4.6          0.000          0.386          0.378           51.0            0.6            0.9            0.5            0.1            0.0            0.0          3.255          0.000            0.0            0.0          0.000            0.0            2.2          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     16/05/2002           2002            136        255.095           51.5              0              0            0.0            0.0            0.0            5.1          1.000          0.386          0.371           51.5            0.6            0.8            0.5            0.2            0.0            0.0          3.629          0.000            0.0            0.0          0.000            0.0            2.1          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     17/05/2002           2002            137        250.301           52.2              0              0            0.0            0.0            0.0            5.8          0.000          0.386          0.365           52.2            0.8            0.7            0.4            0.2            0.0            0.0          3.890          0.000            0.0            0.0          0.000            0.0            2.0          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     18/05/2002           2002            138        245.453           53.2              0              0            0.0            0.0            0.0            6.7          0.000          0.386          0.361           53.2            1.0            0.5            0.4            0.2            0.0            0.0          4.073          0.000            0.0            0.0          0.000            0.0            2.0          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     19/05/2002           2002            139        240.565           54.2              0              0            0.0            0.0            0.0            7.6          3.000          0.386          0.357           54.2            1.1            0.4            0.3            0.1            0.0            0.0          4.201          0.000            0.0            0.0          0.000            0.0            2.0          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     20/05/2002           2002            140        235.649           55.3              0              0            0.0            0.0            0.0            8.5          0.000          0.386          0.353           55.3            1.1            0.4            0.3            0.1            0.0            0.0          4.291          0.000            0.0            0.0          0.000            0.0            1.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     21/05/2002           2002            141        230.782           56.4              0              0            0.0            0.0            0.0            9.5          0.000          0.386          0.350           56.4            1.1            0.3            0.2            0.1            0.0            0.0          4.290          0.000            0.0            0.0          0.000            0.0            1.8          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     22/05/2002           2002            142        226.183           57.5              0              0            0.0            0.0            0.0           10.4          0.000          0.386          0.347           57.5            1.1            0.3            0.2            0.1            0.0            0.0          4.061          0.000            0.0            0.0          0.000            0.0            1.8          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     23/05/2002           2002            143        236.840           57.5              0              0            0.0            0.0            0.0            9.4         18.000          0.386          0.412           57.5            0.8            0.3            0.2            0.1            0.0            0.0          3.718          0.000            0.0            0.0          0.000            0.0            1.4          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     24/05/2002           2002            144        251.268           56.9              0              0            0.0            0.0            0.0            7.3         22.000          0.386          0.408           56.9            0.7            0.4            0.2            0.1            0.0            0.0          3.430          0.000            0.0            0.0          0.000            0.0            1.5          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     25/05/2002           2002            145        249.647           56.4              0              0            0.0            0.0            0.0            6.9          5.000          0.386          0.404           56.4            0.7            0.5            0.3            0.1            0.0            0.0          3.244          0.000            0.0            0.0          0.000            0.0            1.6          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     26/05/2002           2002            146        260.721           55.7              0              0            0.0            0.0            0.0            5.7         18.000          0.386          0.412           55.7            0.7            0.6            0.3            0.1            0.0            0.0          3.263          0.000            0.0            0.0          0.000            0.0            1.7          0.000          0.000           0.00          0.000           0.000           0.000           0.000
     27/05/2002           2002            147        278.121           54.8              0              0            0.0            0.0            0.0            4.2         30.000          0.386          0.407           54.8            0.7            0.7            0.4            0.1            0.0            0.0          5.920          0.000            0.0            0.0          0.000            0.0            1.9          0.000          0.000           0.00          0.000           0.000           0.000           0.000
