ApsimVersion = 7.6
Title = Silt fertilised
           Date           year            day           rain      dlayer(1)      dlayer(2)      dlayer(3)      dlayer(4)      dlayer(5)      dlayer(6)            esw          drain      NO3_Total      NH4_Total         urea()         dnit()         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         nh4(1)         nh4(2)         nh4(3)         nh4(4)         nh4(5)         nh4(6)
     29/04/2001           2001            119          0.000        150.000        150.000        300.000        300.000        300.000        300.000         89.824          0.000          145.6            0.5            0.0            0.0          112.5           18.6           10.4            2.9            0.5            0.7            0.1            0.2            0.2            0.0            0.0            0.0
     30/04/2001           2001            120          0.000        150.000        150.000        300.000        300.000        300.000        300.000         89.786          0.000          146.0            0.5            0.0            0.0          112.6           18.7           10.5            3.0            0.6            0.7            0.1            0.2            0.2            0.0            0.0            0.0
     01/05/2001           2001            121          8.000        150.000        150.000        300.000        300.000        300.000        300.000         91.037          0.000          145.3            0.6            0.0            0.0          111.7           18.9           10.6            3.0            0.6            0.7            0.1            0.2            0.2            0.0            0.0            0.0
     02/05/2001           2001            122          0.000        150.000        150.000        300.000        300.000        300.000        300.000         90.752          0.000          145.0            0.6            0.0            0.0          111.0           19.1           10.7            3.0            0.6            0.7            0.1            0.2            0.2            0.1            0.0            0.0
     03/05/2001           2001            123          6.000        150.000        150.000        300.000        300.000        300.000        300.000         93.376          0.000          144.5            0.7            0.0            0.0          110.3           19.2           10.8            3.0            0.6            0.7            0.2            0.2            0.2            0.1            0.0            0.0
     04/05/2001           2001            124         83.000        150.000        150.000        300.000        300.000        300.000        300.000        144.911          0.000          143.3            1.0            0.0            0.9           73.4           45.3           20.4            3.1            0.6            0.7            0.4            0.3            0.2            0.1            0.0            0.0
     05/05/2001           2001            125          0.000        150.000        150.000        300.000        300.000        300.000        300.000        142.387          0.000          143.2            1.1            0.0            0.4           72.8           44.3           21.7            3.1            0.6            0.7            0.5            0.4            0.2            0.1            0.0            0.0
     06/05/2001           2001            126          1.000        150.000        150.000        300.000        300.000        300.000        300.000        140.747          0.000          143.4            1.1            0.0            0.3           73.0           43.3           22.7            3.1            0.6            0.7            0.5            0.4            0.2            0.1            0.0            0.0
     07/05/2001           2001            127          0.000        150.000        150.000        300.000        300.000        300.000        300.000        139.652          0.000          143.8            1.1            0.0            0.2           73.4           42.7           23.3            3.2            0.6            0.7            0.5            0.3            0.2            0.1            0.0            0.0
     08/05/2001           2001            128         69.000        150.000        150.000        300.000        300.000        300.000        300.000        159.744          0.000          142.9            1.1            0.0            0.9           59.3           47.6           31.1            3.7            0.6            0.7            0.5            0.4            0.2            0.1            0.0            0.0
     09/05/2001           2001            129         54.000        150.000        150.000        300.000        300.000        300.000        300.000        172.615          0.000          141.9            1.2            0.0            1.0           48.8           47.4           38.6            5.9            0.6            0.7            0.5            0.4            0.2            0.1            0.0            0.0
     10/05/2001           2001            130          0.000        150.000        150.000        300.000        300.000        300.000        300.000        170.130          0.000          141.5            1.2            0.0            0.6           48.5           46.2           38.6            7.0            0.6            0.7            0.5            0.4            0.2            0.1            0.0            0.0
     11/05/2001           2001            131         43.000        150.000        150.000        300.000        300.000        300.000        300.000        181.483          0.000          140.6            1.2            0.0            1.0           42.6           46.2           41.9            8.7            0.6            0.7            0.5            0.5            0.2            0.1            0.0            0.0
     12/05/2001           2001            132         64.000        150.000        150.000        300.000        300.000        300.000        300.000        193.701          0.000          139.7            1.3            0.0            1.0           35.5           44.1           46.0           12.6            0.9            0.7            0.4            0.5            0.3            0.1            0.0            0.0
     13/05/2001           2001            133          0.000        150.000        150.000        300.000        300.000        300.000        300.000        190.279          0.000          139.4            1.3            0.0            0.7           35.5           42.9           45.6           13.5            1.2            0.7            0.5            0.5            0.3            0.1            0.0            0.0
     14/05/2001           2001            134          0.000        150.000        150.000        300.000        300.000        300.000        300.000        189.058          0.000          139.5            1.4            0.0            0.6           35.9           41.9           45.3           14.2            1.5            0.7            0.6            0.5            0.3            0.1            0.0            0.0
     15/05/2001           2001            135          0.000        150.000        150.000        300.000        300.000        300.000        300.000        188.114          0.000          139.9            1.4            0.0            0.4           36.5           41.4           44.9           14.7            1.8            0.7            0.7            0.4            0.2            0.1            0.0            0.0
     16/05/2001           2001            136          0.000        150.000        150.000        300.000        300.000        300.000        300.000        187.316          0.000          140.5            1.5            0.0            0.3           37.1           41.1           44.6           15.0            2.1            0.7            0.8            0.4            0.2            0.1            0.0            0.0
     17/05/2001           2001            137          0.000        150.000        150.000        300.000        300.000        300.000        300.000        186.612          0.000          141.4            1.5            0.0            0.2           37.9           40.9           44.4           15.2            2.4            0.7            0.9            0.3            0.2            0.1            0.0            0.0
     18/05/2001           2001            138          0.000        150.000        150.000        300.000        300.000        300.000        300.000        185.974          0.000          142.3            1.5            0.0            0.2           38.7           40.9           44.2           15.3            2.6            0.7            0.9            0.3            0.2            0.1            0.0            0.0
     19/05/2001           2001            139          0.000        150.000        150.000        300.000        300.000        300.000        300.000        185.388          0.000          143.3            1.5            0.0            0.1           39.5           41.0           44.1           15.4            2.7            0.7            1.0            0.3            0.2            0.1            0.0            0.0
     20/05/2001           2001            140         34.000        150.000        150.000        300.000        300.000        300.000        300.000        200.289          0.000          143.2            1.3            0.0            0.8           35.6           42.9           45.5           15.7            2.9            0.7            0.7            0.4            0.2            0.1            0.0            0.0
     21/05/2001           2001            141          0.000        150.000        150.000        300.000        300.000        300.000        300.000        197.883          0.000          143.4            1.3            0.0            0.6           36.0           41.6           46.0           16.0            3.1            0.7            0.6            0.4            0.2            0.1            0.0            0.0
     22/05/2001           2001            142          0.000        150.000        150.000        300.000        300.000        300.000        300.000        196.661          0.000          143.8            1.3            0.0            0.4           36.6           40.7           46.2           16.3            3.2            0.7            0.6            0.4            0.2            0.1            0.0            0.0
     23/05/2001           2001            143         33.000        150.000        150.000        300.000        300.000        300.000        300.000        207.426          0.000          143.5            1.3            0.0            0.9           33.4           41.2           47.8           16.9            3.4            0.8            0.6            0.5            0.2            0.1            0.0            0.0
     24/05/2001           2001            144         21.000        150.000        150.000        300.000        300.000        300.000        300.000        214.094          0.000          142.9            1.3            0.0            1.0           30.5           39.7           50.3           17.9            3.7            0.8            0.5            0.5            0.2            0.1            0.0            0.0
     25/05/2001           2001            145          3.000        150.000        150.000        300.000        300.000        300.000        300.000        213.405          0.000          142.7            1.4            0.0            0.8           30.2           38.8           50.2           18.7            3.9            0.9            0.5            0.5            0.2            0.1            0.0            0.0
     26/05/2001           2001            146          0.000        150.000        150.000        300.000        300.000        300.000        300.000        210.901          0.000          142.8            1.4            0.0            0.6           30.7           37.8           49.9           19.2            4.2            0.9            0.6            0.5            0.2            0.1            0.0            0.0
     27/05/2001           2001            147         30.000        150.000        150.000        300.000        300.000        300.000        300.000        219.768          0.000          142.4            1.3            0.0            0.8           28.7           38.0           50.4           19.8            4.5            1.0            0.5            0.5            0.2            0.1            0.0            0.0
     28/05/2001           2001            148          0.000        150.000        150.000        300.000        300.000        300.000        300.000        217.024          0.000          142.4            1.4            0.0            0.6           29.0           36.9           50.4           20.3            4.8            1.1            0.6            0.5            0.2            0.1            0.0            0.0
     29/05/2001           2001            149          0.000        150.000        150.000        300.000        300.000        300.000        300.000        215.785          0.000          142.7            1.4            0.0            0.5           29.5           36.2           50.2           20.7            5.1            1.2            0.7            0.5            0.2            0.1            0.0            0.0
     30/05/2001           2001            150          1.000        150.000        150.000        300.000        300.000        300.000        300.000        214.833          0.000          143.2            1.4            0.0            0.4           30.0           35.7           50.0           20.9            5.3            1.2            0.7            0.4            0.2            0.1            0.0            0.0
     31/05/2001           2001            151          0.000        150.000        150.000        300.000        300.000        300.000        300.000        214.030          0.000          143.9            1.4            0.0            0.3           30.7           35.5           49.8           21.1            5.5            1.3            0.8            0.4            0.2            0.1            0.0            0.0
     01/06/2001           2001            152          7.000        150.000        150.000        300.000        300.000        300.000        300.000        216.369          0.000          144.5            1.3            0.0            0.3           31.0           35.6           49.7           21.2            5.7            1.4            0.7            0.3            0.2            0.1            0.0            0.0
     02/06/2001           2001            153         14.000        150.000        150.000        300.000        300.000        300.000        300.000        221.455          0.219          144.9            1.3            0.0            0.4           30.5           36.0           49.8           21.4            5.8            1.5            0.7            0.3            0.2            0.1            0.0            0.0
     03/06/2001           2001            154          8.000        150.000        150.000        300.000        300.000        300.000        300.000        222.841          0.632          145.2            1.2            0.0            0.4           29.9           36.1           50.1           21.6            5.9            1.6            0.7            0.4            0.2            0.0            0.0            0.0
     04/06/2001           2001            155          0.000        150.000        150.000        300.000        300.000        300.000        300.000        218.994          0.887          145.6            1.3            0.0            0.3           30.3           35.6           50.2           21.8            6.1            1.6            0.7            0.3            0.2            0.0            0.0            0.0
     05/06/2001           2001            156          1.000        150.000        150.000        300.000        300.000        300.000        300.000        216.717          1.034          146.1            1.3            0.0            0.2           30.8           35.2           50.3           21.9            6.2            1.7            0.7            0.3            0.2            0.0            0.0            0.0
     06/06/2001           2001            157         77.000        150.000        150.000        300.000        300.000        300.000        300.000        227.308          1.125          146.0            1.3            0.0            0.7           28.1           36.2           51.3           22.3            6.3            1.7            0.7            0.4            0.2            0.0            0.0            0.0
     07/06/2001           2001            158         63.000        150.000        150.000        300.000        300.000        300.000        300.000        233.005          1.233          145.6            1.3            0.0            0.9           25.7           34.8           53.6           23.3            6.6            1.8            0.7            0.4            0.2            0.0            0.0            0.0
     08/06/2001           2001            159         27.000        150.000        150.000        300.000        300.000        300.000        300.000        236.870          1.392          145.2            1.4            0.0            0.9           24.0           33.6           54.5           24.4            6.9            1.8            0.7            0.5            0.2            0.0            0.0            0.0
     09/06/2001           2001            160         20.000        150.000        150.000        300.000        300.000        300.000        300.000        239.630          1.603          144.7            1.4            0.0            0.9           22.7           32.6           54.8           25.4            7.3            1.9            0.7            0.5            0.2            0.1            0.0            0.0
     10/06/2001           2001            161         66.000        150.000        150.000        300.000        300.000        300.000        300.000        244.093          1.883          144.2            1.5            0.0            1.0           21.0           31.2           55.4           26.7            7.9            2.1            0.7            0.5            0.2            0.1            0.0            0.0
     11/06/2001           2001            162          0.000        150.000        150.000        300.000        300.000        300.000        300.000        239.103          2.174          144.0            1.6            0.0            0.8           21.3           30.3           54.4           27.4            8.4            2.2            0.8            0.5            0.3            0.1            0.0            0.0
     12/06/2001           2001            163          0.000        150.000        150.000        300.000        300.000        300.000        300.000        235.437          2.425          144.1            1.6            0.0            0.6           21.9           29.8           53.5           27.8            8.9            2.4            0.8            0.5            0.2            0.1            0.0            0.0
     13/06/2001           2001            164          0.000        150.000        150.000        300.000        300.000        300.000        300.000        231.880          2.604          144.5            1.6            0.0            0.5           22.4           29.4           52.8           28.0            9.3            2.5            0.9            0.4            0.2            0.1            0.0            0.0
     14/06/2001           2001            165         76.000        150.000        150.000        300.000        300.000        300.000        300.000        239.515          2.709          144.3            1.5            0.0            0.7           21.2           29.9           52.8           28.2            9.6            2.7            0.8            0.4            0.2            0.1            0.0            0.0
     15/06/2001           2001            166        153.000        150.000        150.000        300.000        300.000        300.000        300.000        243.254          2.783          144.0            1.6            0.0            0.9           19.5           28.8           53.9           28.9           10.0            2.8            0.8            0.5            0.2            0.1            0.0            0.0
     16/06/2001           2001            167         35.000        150.000        150.000        300.000        300.000        300.000        300.000        245.259          2.860          143.6            1.6            0.0            0.9           18.5           27.8           54.2           29.6           10.5            3.0            0.8            0.5            0.2            0.1            0.0            0.0
     17/06/2001           2001            168         76.000        150.000        150.000        300.000        300.000        300.000        300.000        247.985          2.962          143.1            1.6            0.0            0.9           17.3           26.7           54.4           30.5           11.0            3.2            0.8            0.5            0.3            0.1            0.0            0.0
     18/06/2001           2001            169         16.000        150.000        150.000        300.000        300.000        300.000        300.000        248.048          3.078          142.7            1.6            0.0            0.9           16.8           26.1           53.8           31.2           11.5            3.4            0.8            0.5            0.3            0.1            0.0            0.0
     19/06/2001           2001            170         25.000        150.000        150.000        300.000        300.000        300.000        300.000        248.794          3.200          142.2            1.7            0.0            0.9           16.1           25.3           53.4           31.7           12.0            3.6            0.8            0.5            0.3            0.1            0.0            0.0
     20/06/2001           2001            171         69.000        150.000        150.000        300.000        300.000        300.000        300.000        250.702          3.329          141.7            1.7            0.0            0.9           15.3           24.3           53.3           32.4           12.6            3.8            0.8            0.5            0.3            0.1            0.0            0.0
     21/06/2001           2001            172         29.000        150.000        150.000        300.000        300.000        300.000        300.000        251.223          3.458          141.3            1.7            0.0            0.9           14.7           23.5           52.8           33.0           13.2            4.1            0.8            0.6            0.3            0.1            0.0            0.0
     22/06/2001           2001            173         26.000        150.000        150.000        300.000        300.000        300.000        300.000        251.348          3.577          140.8            1.8            0.0            0.9           14.3           22.8           52.2           33.4           13.7            4.4            0.8            0.6            0.3            0.1            0.0            0.0
     23/06/2001           2001            174          0.000        150.000        150.000        300.000        300.000        300.000        300.000        244.910          3.661          140.7            1.8            0.0            0.7           14.8           22.2           51.2           33.6           14.2            4.6            0.9            0.5            0.3            0.1            0.0            0.0
     24/06/2001           2001            175          3.000        150.000        150.000        300.000        300.000        300.000        300.000        239.980          3.690          140.8            1.7            0.0            0.6           15.3           21.9           50.4           33.7           14.6            4.9            0.9            0.5            0.3            0.1            0.0            0.0
     25/06/2001           2001            176          0.000        150.000        150.000        300.000        300.000        300.000        300.000        235.376          3.652          141.0            1.7            0.0            0.5           15.9           21.7           49.7           33.6           15.0            5.1            0.9            0.4            0.2            0.1            0.0            0.0
     26/06/2001           2001            177          3.000        150.000        150.000        300.000        300.000        300.000        300.000        231.027          3.546          141.5            1.6            0.0            0.4           16.5           21.6           49.2           33.5           15.2            5.4            1.0            0.4            0.2            0.1            0.0            0.0
     27/06/2001           2001            178         83.000        150.000        150.000        300.000        300.000        300.000        300.000        237.466          3.387          141.6            1.6            0.0            0.6           16.1           22.0           49.1           33.4           15.4            5.6            0.9            0.4            0.2            0.1            0.0            0.0
     28/06/2001           2001            179          0.000        150.000        150.000        300.000        300.000        300.000        300.000        231.494          3.194          141.9            1.6            0.0            0.4           16.6           21.6           48.9           33.4           15.6            5.7            0.9            0.4            0.2            0.1            0.0            0.0
     29/06/2001           2001            180          8.000        150.000        150.000        300.000        300.000        300.000        300.000        229.645          2.981          142.2            1.5            0.0            0.4           17.0           21.5           48.7           33.4           15.7            5.9            0.9            0.4            0.2            0.1            0.0            0.0
     30/06/2001           2001            181          7.000        150.000        150.000        300.000        300.000        300.000        300.000        227.674          2.761          142.6            1.5            0.0            0.4           17.3           21.5           48.6           33.4           15.8            6.0            0.9            0.4            0.2            0.1            0.0            0.0
     01/07/2001           2001            182         32.000        150.000        150.000        300.000        300.000        300.000        300.000        229.863          2.547          142.8            1.5            0.0            0.4           17.2           21.5           48.5           33.4           16.0            6.1            0.9            0.4            0.2            0.1            0.0            0.0
     02/07/2001           2001            183         29.000        150.000        150.000        300.000        300.000        300.000        300.000        230.937          2.351          142.9            1.5            0.0            0.5           16.8           21.6           48.6           33.6           16.1            6.3            0.9            0.4            0.2            0.0            0.0            0.0
     03/07/2001           2001            184          3.000        150.000        150.000        300.000        300.000        300.000        300.000        227.128          2.181          143.0            1.5            0.0            0.4           17.0           21.2           48.5           33.7           16.2            6.4            0.9            0.4            0.2            0.0            0.0            0.0
     04/07/2001           2001            185          0.000        150.000        150.000        300.000        300.000        300.000        300.000        223.391          2.036          143.4            1.5            0.0            0.3           17.6           20.9           48.3           33.8           16.4            6.5            1.0            0.4            0.2            0.0            0.0            0.0
     05/07/2001           2001            186          0.000        150.000        150.000        300.000        300.000        300.000        300.000        220.373          1.908          143.8            1.5            0.0            0.3           18.1           20.7           48.1           33.8           16.5            6.6            1.0            0.3            0.2            0.0            0.0            0.0
     06/07/2001           2001            187          5.000        150.000        150.000        300.000        300.000        300.000        300.000        218.099          1.788          144.4            1.5            0.0            0.2           18.7           20.6           47.9           33.9           16.6            6.7            1.0            0.3            0.2            0.0            0.0            0.0
     07/07/2001           2001            188          6.000        150.000        150.000        300.000        300.000        300.000        300.000        217.169          1.671          145.0            1.4            0.0            0.2           19.3           20.6           47.7           33.8           16.7            6.7            0.9            0.3            0.2            0.0            0.0            0.0
     08/07/2001           2001            189          0.000        150.000        150.000        300.000        300.000        300.000        300.000        214.682          1.553          145.7            1.4            0.0            0.2           20.0           20.7           47.6           33.8           16.8            6.8            0.9            0.3            0.2            0.0            0.0            0.0
     09/07/2001           2001            190          0.000        150.000        150.000        300.000        300.000        300.000        300.000        212.459          1.431          146.4            1.4            0.0            0.1           20.6           20.8           47.5           33.8           16.9            6.9            0.9            0.3            0.2            0.0            0.0            0.0
     10/07/2001           2001            191         43.000        150.000        150.000        300.000        300.000        300.000        300.000        219.597          1.311          147.0            1.4            0.0            0.2           20.5           21.3           47.6           33.8           16.9            7.0            0.9            0.3            0.2            0.0            0.0            0.0
     11/07/2001           2001            192         37.000        150.000        150.000        300.000        300.000        300.000        300.000        221.750          1.203          147.3            1.4            0.0            0.3           20.0           21.6           47.8           33.9           17.0            7.0            0.9            0.3            0.2            0.0            0.0            0.0
     12/07/2001           2001            193          8.000        150.000        150.000        300.000        300.000        300.000        300.000        221.252          1.119          147.7            1.5            0.0            0.3           20.1           21.6           47.9           34.0           17.1            7.1            0.9            0.3            0.2            0.0            0.0            0.0
     13/07/2001           2001            194          6.000        150.000        150.000        300.000        300.000        300.000        300.000        219.995          1.062          148.1            1.5            0.0            0.3           20.2           21.4           48.0           34.2           17.2            7.1            0.9            0.3            0.2            0.0            0.0            0.0
     14/07/2001           2001            195         28.000        150.000        150.000        300.000        300.000        300.000        300.000        222.196          1.032          148.5            1.5            0.0            0.4           20.2           21.4           48.0           34.4           17.3            7.2            0.9            0.4            0.2            0.0            0.0            0.0
     15/07/2001           2001            196         10.000        150.000        150.000        300.000        300.000        300.000        300.000        222.224          1.026          148.8            1.5            0.0            0.4           20.3           21.3           48.0           34.5           17.4            7.3            0.9            0.4            0.2            0.0            0.0            0.0
     16/07/2001           2001            197          5.000        150.000        150.000        300.000        300.000        300.000        300.000        220.526          1.038          149.3            1.5            0.0            0.4           20.6           21.1           47.9           34.7           17.6            7.3            0.9            0.4            0.2            0.0            0.0            0.0
     17/07/2001           2001            198          3.000        150.000        150.000        300.000        300.000        300.000        300.000        217.771          1.059          149.8            1.5            0.0            0.3           21.2           20.9           47.7           34.8           17.7            7.4            0.9            0.4            0.2            0.0            0.0            0.0
     18/07/2001           2001            199          1.000        150.000        150.000        300.000        300.000        300.000        300.000        215.339          1.079          150.4            1.5            0.0            0.3           21.8           20.7           47.6           34.9           17.9            7.5            0.9            0.3            0.2            0.0            0.0            0.0
     19/07/2001           2001            200          1.000        150.000        150.000        300.000        300.000        300.000        300.000        213.250          1.089          151.0            1.4            0.0            0.2           22.5           20.7           47.4           34.9           18.0            7.6            0.9            0.3            0.2            0.0            0.0            0.0
     20/07/2001           2001            201          5.000        150.000        150.000        300.000        300.000        300.000        300.000        212.283          1.083          151.7            1.4            0.0            0.2           23.1           20.7           47.3           34.8           18.1            7.7            0.9            0.3            0.2            0.0            0.0            0.0
     21/07/2001           2001            202          2.000        150.000        150.000        300.000        300.000        300.000        300.000        210.378          1.057          152.4            1.4            0.0            0.1           23.7           20.8           47.2           34.8           18.2            7.8            0.9            0.3            0.2            0.0            0.0            0.0
     22/07/2001           2001            203          1.000        150.000        150.000        300.000        300.000        300.000        300.000        208.628          1.013          153.2            1.4            0.0            0.1           24.4           20.9           47.1           34.8           18.2            7.8            0.9            0.3            0.2            0.0            0.0            0.0
     23/07/2001           2001            204         36.000        150.000        150.000        300.000        300.000        300.000        300.000        215.727          0.957          153.9            1.4            0.0            0.2           24.4           21.5           47.2           34.8           18.2            7.9            0.9            0.3            0.2            0.0            0.0            0.0
     24/07/2001           2001            205         39.000        150.000        150.000        300.000        300.000        300.000        300.000        217.892          0.899          154.4            1.4            0.0            0.2           24.2           21.9           47.3           34.8           18.3            7.9            0.9            0.3            0.2            0.0            0.0            0.0
     25/07/2001           2001            206          4.000        150.000        150.000        300.000        300.000        300.000        300.000        215.908          0.849          155.0            1.4            0.0            0.2           24.4           21.9           47.5           34.9           18.3            8.0            0.9            0.3            0.2            0.0            0.0            0.0
     26/07/2001           2001            207          4.000        150.000        150.000        300.000        300.000        300.000        300.000        214.200          0.809          155.6            1.4            0.0            0.2           24.8           21.8           47.5           35.0           18.4            8.0            0.9            0.3            0.2            0.0            0.0            0.0
     27/07/2001           2001            208         21.000        150.000        150.000        300.000        300.000        300.000        300.000        217.377          0.782          156.1            1.4            0.0            0.2           24.8           22.1           47.6           35.1           18.5            8.1            0.9            0.3            0.2            0.0            0.0            0.0
     28/07/2001           2001            209          0.000        150.000        150.000        300.000        300.000        300.000        300.000        213.903          0.766          156.7            1.4            0.0            0.2           25.4           21.9           47.5           35.2           18.6            8.1            0.9            0.3            0.2            0.0            0.0            0.0
     29/07/2001           2001            210         57.000        150.000        150.000        300.000        300.000        300.000        300.000        219.043          0.759          157.1            1.4            0.0            0.3           25.1           22.3           47.6           35.3           18.7            8.2            0.9            0.3            0.2            0.0            0.0            0.0
     30/07/2001           2001            211         12.000        150.000        150.000        300.000        300.000        300.000        300.000        219.588          0.764          157.6            1.4            0.0            0.3           25.0           22.5           47.7           35.4           18.8            8.2            0.9            0.3            0.2            0.0            0.0            0.0
     31/07/2001           2001            212          8.000        150.000        150.000        300.000        300.000        300.000        300.000        219.286          0.781          158.0            1.5            0.0            0.3           25.0           22.5           47.7           35.5           18.9            8.3            0.9            0.3            0.2            0.0            0.0            0.0
     01/08/2001           2001            213         43.000        150.000        150.000        300.000        300.000        300.000        300.000        221.463          0.810          158.4            1.5            0.0            0.4           24.8           22.6           47.8           35.7           19.0            8.4            0.9            0.4            0.2            0.0            0.0            0.0
     02/08/2001           2001            214          9.000        150.000        150.000        300.000        300.000        300.000        300.000        221.339          0.850          158.7            1.5            0.0            0.4           24.8           22.6           47.8           35.9           19.2            8.5            0.9            0.4            0.2            0.0            0.0            0.0
     03/08/2001           2001            215          4.000        150.000        150.000        300.000        300.000        300.000        300.000        219.230          0.897          159.1            1.5            0.0            0.4           25.1           22.4           47.8           36.0           19.3            8.6            0.9            0.4            0.2            0.0            0.0            0.0
     04/08/2001           2001            216          0.000        150.000        150.000        300.000        300.000        300.000        300.000        216.401          0.944          159.6            1.5            0.0            0.3           25.7           22.1           47.6           36.1           19.5            8.6            0.9            0.3            0.2            0.0            0.0            0.0
     05/08/2001           2001            217         11.000        150.000        150.000        300.000        300.000        300.000        300.000        217.921          0.983          160.1            1.4            0.0            0.3           25.9           22.2           47.5           36.1           19.6            8.7            0.9            0.3            0.2            0.0            0.0            0.0
     06/08/2001           2001            218         15.000        150.000        150.000        300.000        300.000        300.000        300.000        219.563          1.013          160.6            1.4            0.0            0.3           26.0           22.4           47.5           36.2           19.7            8.8            0.9            0.3            0.2            0.0            0.0            0.0
     07/08/2001           2001            219          0.000        150.000        150.000        300.000        300.000        300.000        300.000        215.797          1.030          161.2            1.4            0.0            0.3           26.6           22.3           47.4           36.2           19.8            8.9            0.9            0.3            0.2            0.0            0.0            0.0
     08/08/2001           2001            220          4.000        150.000        150.000        300.000        300.000        300.000        300.000        213.925          1.032          161.9            1.4            0.0            0.2           27.3           22.2           47.3           36.2           19.9            9.0            0.9            0.3            0.2            0.0            0.0            0.0
     09/08/2001           2001            221          7.000        150.000        150.000        300.000        300.000        300.000        300.000        213.055          1.018          162.5            1.3            0.0            0.2           27.8           22.3           47.2           36.2           20.0            9.1            0.9            0.3            0.2            0.0            0.0            0.0
     10/08/2001           2001            222          2.000        150.000        150.000        300.000        300.000        300.000        300.000        211.004          0.988          163.3            1.3            0.0            0.1           28.5           22.4           47.1           36.1           20.0            9.1            0.9            0.3            0.1            0.0            0.0            0.0
     11/08/2001           2001            223          3.000        150.000        150.000        300.000        300.000        300.000        300.000        209.196          0.943          164.1            1.3            0.0            0.1           29.1           22.5           47.1           36.1           20.1            9.2            0.8            0.3            0.1            0.0            0.0            0.0
     12/08/2001           2001            224          0.000        150.000        150.000        300.000        300.000        300.000        300.000        207.561          0.886          164.9            1.3            0.0            0.1           29.8           22.6           47.1           36.1           20.1            9.2            0.8            0.3            0.1            0.0            0.0            0.0
     13/08/2001           2001            225          0.000        150.000        150.000        300.000        300.000        300.000        300.000        206.072          0.819          165.7            1.3            0.0            0.1           30.5           22.7           47.1           36.0           20.1            9.3            0.8            0.2            0.1            0.0            0.0            0.0
     14/08/2001           2001            226          2.000        150.000        150.000        300.000        300.000        300.000        300.000        204.716          0.745          166.5            1.3            0.0            0.1           31.1           22.9           47.1           36.0           20.1            9.3            0.8            0.2            0.1            0.0            0.0            0.0
     15/08/2001           2001            227         31.000        150.000        150.000        300.000        300.000        300.000        300.000        212.451          0.670          167.3            1.3            0.0            0.1           31.1           23.5           47.3           36.0           20.1            9.3            0.8            0.3            0.1            0.0            0.0            0.0
     16/08/2001           2001            228          4.000        150.000        150.000        300.000        300.000        300.000        300.000        210.817          0.601          168.0            1.3            0.0            0.1           31.3           23.8           47.4           36.0           20.1            9.4            0.8            0.3            0.1            0.0            0.0            0.0
     17/08/2001           2001            229          6.000        150.000        150.000        300.000        300.000        300.000        300.000        210.569          0.541          168.7            1.3            0.0            0.1           31.6           24.0           47.5           36.1           20.1            9.4            0.8            0.3            0.1            0.0            0.0            0.0
     18/08/2001           2001            230          3.000        150.000        150.000        300.000        300.000        300.000        300.000        207.861          0.493          169.4            1.3            0.0            0.1           32.2           23.9           47.6           36.1           20.1            9.4            0.9            0.3            0.1            0.0            0.0            0.0
     19/08/2001           2001            231          0.000        150.000        150.000        300.000        300.000        300.000        300.000        206.204          0.453          170.1            1.3            0.0            0.1           32.8           24.0           47.6           36.1           20.2            9.4            0.9            0.3            0.1            0.0            0.0            0.0
     20/08/2001           2001            232          0.000        150.000        150.000        300.000        300.000        300.000        300.000        204.849          0.420          170.9            1.3            0.0            0.1           33.4           24.0           47.7           36.2           20.2            9.5            0.9            0.3            0.1            0.0            0.0            0.0
     21/08/2001           2001            233          0.000        150.000        150.000        300.000        300.000        300.000        300.000        203.666          0.389          171.7            1.3            0.0            0.0           34.0           24.1           47.7           36.2           20.2            9.5            0.8            0.3            0.1            0.0            0.0            0.0
     22/08/2001           2001            234          1.000        150.000        150.000        300.000        300.000        300.000        300.000        202.606          0.359          172.6            1.3            0.0            0.0           34.7           24.3           47.7           36.2           20.2            9.5            0.8            0.3            0.1            0.0            0.0            0.0
     23/08/2001           2001            235          4.000        150.000        150.000        300.000        300.000        300.000        300.000        201.643          0.329          173.4            1.3            0.0            0.0           35.3           24.4           47.8           36.2           20.2            9.5            0.8            0.2            0.1            0.0            0.0            0.0
     24/08/2001           2001            236          5.000        150.000        150.000        300.000        300.000        300.000        300.000        201.728          0.297          174.3            1.3            0.0            0.0           36.0           24.6           47.8           36.2           20.2            9.5            0.8            0.2            0.1            0.0            0.0            0.0
     25/08/2001           2001            237         18.000        150.000        150.000        300.000        300.000        300.000        300.000        207.585          0.266          175.2            1.3            0.0            0.0           36.2           25.0           48.0           36.2           20.2            9.5            0.8            0.2            0.1            0.0            0.0            0.0
     26/08/2001           2001            238          3.000        150.000        150.000        300.000        300.000        300.000        300.000        205.837          0.236          176.0            1.3            0.0            0.0           36.8           25.2           48.1           36.2           20.2            9.5            0.8            0.2            0.1            0.0            0.0            0.0
     27/08/2001           2001            239          6.000        150.000        150.000        300.000        300.000        300.000        300.000        206.305          0.209          176.9            1.2            0.0            0.0           37.3           25.4           48.2           36.2           20.2            9.5            0.8            0.2            0.1            0.0            0.0            0.0
     28/08/2001           2001            240          2.000        150.000        150.000        300.000        300.000        300.000        300.000        204.389          0.185          177.7            1.2            0.0            0.0           37.9           25.5           48.3           36.3           20.2            9.5            0.8            0.2            0.1            0.0            0.0            0.0
