ApsimVersion = 7.4
Title = Direct_seeded_rice_single
           Date           year            day            esw        no3_Tot     crop_stage            dae  total_biomass storage_organs     rice_yield           rain         dul(1)          sw(1)         sat(1)
     15/09/2001           2001            258        211.607           30.1              4             77         7996.0         3272.3         2608.4          0.000          0.386          0.377          0.436
     16/09/2001           2001            259        206.566           30.1              4             78         8170.4         3469.5         2805.6          0.000          0.386          0.362          0.436
     17/09/2001           2001            260        208.664           30.1              4             79         8349.5         3668.9         3005.0          7.000          0.386          0.387          0.436
     18/09/2001           2001            261        233.711           30.1              4             80         8524.9         3862.6         3198.7         66.000          0.386          0.406          0.436
     19/09/2001           2001            262        234.332           30.0              4             81         8693.4         4047.7         3383.7          6.000          0.386          0.406          0.436
     20/09/2001           2001            263        233.474           29.9              4             82         8847.4         4216.6         3552.7          5.000          0.386          0.405          0.436
     21/09/2001           2001            264        227.363           29.8              4             83         8996.1         4378.7         3714.8          0.000          0.386          0.384          0.436
     22/09/2001           2001            265        220.718           29.7              4             84         9144.2         4538.8         3874.9          0.000          0.386          0.368          0.436
     23/09/2001           2001            266        214.356           29.6              4             85         9284.8         4690.2         4026.3          0.000          0.386          0.352          0.436
     24/09/2001           2001            267        213.109           29.5              4             86         9427.8         4843.0         4179.1          5.000          0.386          0.371          0.436
     25/09/2001           2001            268        209.595           29.5              4             87         9572.3         4996.2         4332.3          3.000          0.386          0.373          0.436
     26/09/2001           2001            269        201.953           29.4              4             88         9713.5         5145.3         4481.4          0.000          0.386          0.352          0.436
     27/09/2001           2001            270        197.118           29.4              4             89         9838.4         5277.4         4613.5          1.000          0.386          0.344          0.436
     28/09/2001           2001            271        190.513           29.4              4             90         9969.0         5414.4         4750.5          0.000          0.386          0.326          0.436
     29/09/2001           2001            272        183.401           29.3              4             91        10100.7         5551.8         4887.9          0.000          0.386          0.307          0.436
     30/09/2001           2001            273        178.627           29.3              4             92        10210.7         5667.0         5003.1          0.000          0.386          0.296          0.436
     01/10/2001           2001            274        210.277           29.3              4             93        10326.1         5787.0         5123.1         38.000          0.386          0.408          0.436
     02/10/2001           2001            275        215.339           29.4              0              0            0.0            0.0            0.0          7.000          0.386          0.412          0.436
     03/10/2001           2001            276        219.509           29.5              0              0            0.0            0.0            0.0          6.000          0.386          0.412          0.436
     04/10/2001           2001            277        219.758           29.7              0              0            0.0            0.0            0.0          2.000          0.386          0.404          0.436
     05/10/2001           2001            278        231.139           29.7              0              0            0.0            0.0            0.0         15.000          0.386          0.409          0.436
     06/10/2001           2001            279        229.176           29.9              0              0            0.0            0.0            0.0          0.000          0.386          0.393          0.436
     07/10/2001           2001            280        228.533           30.0              0              0            0.0            0.0            0.0          2.000          0.386          0.388          0.436
     08/10/2001           2001            281        225.917           30.1              0              0            0.0            0.0            0.0          0.000          0.386          0.377          0.436
     09/10/2001           2001            282        223.116           30.3              0              0            0.0            0.0            0.0          0.000          0.386          0.367          0.436
     10/10/2001           2001            283        235.413           30.3              0              0            0.0            0.0            0.0         16.000          0.386          0.412          0.436
     11/10/2001           2001            284        239.482           30.2              0              0            0.0            0.0            0.0          7.000          0.386          0.412          0.436
     12/10/2001           2001            285        237.816           30.3              0              0            0.0            0.0            0.0          2.000          0.386          0.401          0.436
     13/10/2001           2001            286        234.159           30.4              0              0            0.0            0.0            0.0          0.000          0.386          0.385          0.436
     14/10/2001           2001            287        231.172           30.5              0              0            0.0            0.0            0.0          0.000          0.386          0.379          0.436
     15/10/2001           2001            288        250.520           30.3              0              0            0.0            0.0            0.0         35.000          0.386          0.412          0.436
     16/10/2001           2001            289        246.225           30.3              0              0            0.0            0.0            0.0          0.000          0.386          0.393          0.436
     17/10/2001           2001            290        242.155           30.3              0              0            0.0            0.0            0.0          0.000          0.386          0.383          0.436
     18/10/2001           2001            291        238.723           30.4              0              0            0.0            0.0            0.0          1.000          0.386          0.380          0.436
     19/10/2001           2001            292        236.778           30.4              0              0            0.0            0.0            0.0          3.000          0.386          0.384          0.436
     20/10/2001           2001            293        231.801           30.5              0              0            0.0            0.0            0.0          0.000          0.386          0.371          0.436
     21/10/2001           2001            294        226.896           30.6              0              0            0.0            0.0            0.0          0.000          0.386          0.359          0.436
     22/10/2001           2001            295        222.893           30.7              0              0            0.0            0.0            0.0          0.000          0.386          0.352          0.436
     23/10/2001           2001            296        219.332           30.9              0              0            0.0            0.0            0.0          0.000          0.386          0.347          0.436
     24/10/2001           2001            297        216.136           31.0              0              0            0.0            0.0            0.0          0.000          0.386          0.342          0.436
     25/10/2001           2001            298        213.275           31.2              0              0            0.0            0.0            0.0          0.000          0.386          0.338          0.436
     26/10/2001           2001            299        210.727           31.4              0              0            0.0            0.0            0.0          0.000          0.386          0.334          0.436
     27/10/2001           2001            300        208.473           31.6              0              0            0.0            0.0            0.0          0.000          0.386          0.331          0.436
     28/10/2001           2001            301        243.523           31.4              0              0            0.0            0.0            0.0         51.000          0.386          0.412          0.436
     29/10/2001           2001            302        240.364           31.4              0              0            0.0            0.0            0.0          0.000          0.386          0.395          0.436
     30/10/2001           2001            303        237.996           31.3              0              0            0.0            0.0            0.0          1.000          0.386          0.388          0.436
     31/10/2001           2001            304        263.534           30.9              0              0            0.0            0.0            0.0        104.000          0.386          0.410          0.436
     01/11/2001           2001            305        258.001           30.7              0              0            0.0            0.0            0.0          2.000          0.386          0.400          0.436
     02/11/2001           2001            306        250.861           30.5              0              0            0.0            0.0            0.0          0.000          0.386          0.384          0.436
     03/11/2001           2001            307        244.738           30.3              0              0            0.0            0.0            0.0          0.000          0.386          0.376          0.436
     04/11/2001           2001            308        238.432           30.3              0              0            0.0            0.0            0.0          0.000          0.386          0.365          0.436
     05/11/2001           2001            309        232.532           30.2              0              0            0.0            0.0            0.0          0.000          0.386          0.355          0.436
     06/11/2001           2001            310        227.732           30.2              0              0            0.0            0.0            0.0          0.000          0.386          0.349          0.436
     07/11/2001           2001            311        223.433           30.2              0              0            0.0            0.0            0.0          0.000          0.386          0.344          0.436
     08/11/2001           2001            312        219.587           30.2              0              0            0.0            0.0            0.0          0.000          0.386          0.340          0.436
     09/11/2001           2001            313        216.162           30.2              0              0            0.0            0.0            0.0          0.000          0.386          0.337          0.436
     10/11/2001           2001            314        213.131           30.3              0              0            0.0            0.0            0.0          0.000          0.386          0.333          0.436
     11/11/2001           2001            315        223.753           30.3              0              0            0.0            0.0            0.0         14.000          0.386          0.406          0.436
     12/11/2001           2001            316        245.314           30.1              0              0            0.0            0.0            0.0         42.000          0.386          0.413          0.436
     13/11/2001           2001            317        243.815           30.0              0              0            0.0            0.0            0.0          2.000          0.386          0.405          0.436
     14/11/2001           2001            318        239.611           30.0              0              0            0.0            0.0            0.0          0.000          0.386          0.387          0.436
     15/11/2001           2001            319        235.723           29.9              0              0            0.0            0.0            0.0          0.000          0.386          0.378          0.436
     16/11/2001           2001            320        230.972           30.0              0              0            0.0            0.0            0.0          0.000          0.386          0.364          0.436
     17/11/2001           2001            321        226.920           30.0              0              0            0.0            0.0            0.0          0.000          0.386          0.354          0.436
     18/11/2001           2001            322        223.403           30.0              0              0            0.0            0.0            0.0          0.000          0.386          0.349          0.436
     19/11/2001           2001            323        220.121           30.0              0              0            0.0            0.0            0.0          0.000          0.386          0.344          0.436
     20/11/2001           2001            324        217.072           30.1              0              0            0.0            0.0            0.0          0.000          0.386          0.340          0.436
     21/11/2001           2001            325        214.266           30.1              0              0            0.0            0.0            0.0          0.000          0.386          0.336          0.436
     22/11/2001           2001            326        211.710           30.3              0              0            0.0            0.0            0.0          0.000          0.386          0.333          0.436
     23/11/2001           2001            327        209.406           30.6              0              0            0.0            0.0            0.0          0.000          0.386          0.330          0.436
     24/11/2001           2001            328        207.347           30.9              0              0            0.0            0.0            0.0          0.000          0.386          0.327          0.436
     25/11/2001           2001            329        205.521           31.3              0              0            0.0            0.0            0.0          0.000          0.386          0.325          0.436
     26/11/2001           2001            330        203.913           31.6              0              0            0.0            0.0            0.0          0.000          0.386          0.322          0.436
     27/11/2001           2001            331        202.502           32.0              0              0            0.0            0.0            0.0          0.000          0.386          0.320          0.436
     28/11/2001           2001            332        201.269           32.5              0              0            0.0            0.0            0.0          0.000          0.386          0.318          0.436
     29/11/2001           2001            333        200.193           32.9              0              0            0.0            0.0            0.0          0.000          0.386          0.316          0.436
     30/11/2001           2001            334        199.253           33.3              0              0            0.0            0.0            0.0          0.000          0.386          0.314          0.436
     01/12/2001           2001            335        198.810           33.7              0              0            0.0            0.0            0.0          0.000          0.386          0.315          0.436
     02/12/2001           2001            336        198.148           34.1              0              0            0.0            0.0            0.0          0.000          0.386          0.313          0.436
     03/12/2001           2001            337        197.567           34.5              0              0            0.0            0.0            0.0          0.000          0.386          0.312          0.436
     04/12/2001           2001            338        197.055           34.9              0              0            0.0            0.0            0.0          0.000          0.386          0.311          0.436
     05/12/2001           2001            339        196.598           35.2              0              0            0.0            0.0            0.0          0.000          0.386          0.309          0.436
     06/12/2001           2001            340        196.188           35.6              0              0            0.0            0.0            0.0          0.000          0.386          0.308          0.436
     07/12/2001           2001            341        195.816           36.0              0              0            0.0            0.0            0.0          0.000          0.386          0.307          0.436
     08/12/2001           2001            342        195.474           36.4              0              0            0.0            0.0            0.0          0.000          0.386          0.306          0.436
     09/12/2001           2001            343        195.157           36.8              0              0            0.0            0.0            0.0          0.000          0.386          0.305          0.436
     10/12/2001           2001            344        194.861           37.2              0              0            0.0            0.0            0.0          0.000          0.386          0.304          0.436
     11/12/2001           2001            345        194.580           37.6              0              0            0.0            0.0            0.0          0.000          0.386          0.303          0.436
     12/12/2001           2001            346        194.312           38.0              0              0            0.0            0.0            0.0          0.000          0.386          0.302          0.436
     13/12/2001           2001            347        194.056           38.4              0              0            0.0            0.0            0.0          0.000          0.386          0.301          0.436
     14/12/2001           2001            348        193.808           38.8              0              0            0.0            0.0            0.0          0.000          0.386          0.300          0.436
     15/12/2001           2001            349        193.568           39.2              0              0            0.0            0.0            0.0          0.000          0.386          0.299          0.436
     16/12/2001           2001            350        193.335           39.5              0              0            0.0            0.0            0.0          0.000          0.386          0.298          0.436
     17/12/2001           2001            351        193.107           39.9              0              0            0.0            0.0            0.0          0.000          0.386          0.298          0.436
     18/12/2001           2001            352        192.883           40.2              0              0            0.0            0.0            0.0          0.000          0.386          0.297          0.436
     19/12/2001           2001            353        192.665           40.6              0              0            0.0            0.0            0.0          0.000          0.386          0.296          0.436
     20/12/2001           2001            354        192.450           40.9              0              0            0.0            0.0            0.0          0.000          0.386          0.295          0.436
     21/12/2001           2001            355        192.239           41.3              0              0            0.0            0.0            0.0          0.000          0.386          0.295          0.436
     22/12/2001           2001            356        192.031           41.6              0              0            0.0            0.0            0.0          0.000          0.386          0.294          0.436
     23/12/2001           2001            357        191.826           41.9              0              0            0.0            0.0            0.0          0.000          0.386          0.293          0.436
     24/12/2001           2001            358        191.624           42.3              0              0            0.0            0.0            0.0          0.000          0.386          0.292          0.436
     25/12/2001           2001            359        191.425           42.6              0              0            0.0            0.0            0.0          0.000          0.386          0.292          0.436
     26/12/2001           2001            360        191.228           42.9              0              0            0.0            0.0            0.0          0.000          0.386          0.291          0.436
     27/12/2001           2001            361        191.034           43.3              0              0            0.0            0.0            0.0          0.000          0.386          0.290          0.436
     28/12/2001           2001            362        190.842           43.6              0              0            0.0            0.0            0.0          0.000          0.386          0.290          0.436
     29/12/2001           2001            363        190.653           44.0              0              0            0.0            0.0            0.0          0.000          0.386          0.289          0.436
     30/12/2001           2001            364        190.465           44.4              0              0            0.0            0.0            0.0          0.000          0.386          0.288          0.436
     31/12/2001           2001            365        190.280           44.7              0              0            0.0            0.0            0.0          0.000          0.386          0.288          0.436
