ApsimVersion = 7.7
Title = Paddy Transplated Rotation Output
           Date           year      crop_type DaysAfterSowing Rice.DaysAfterSowing        cropsta           wagt            wso           rlai            zrt         ldstrs         lestrs         lrstrs           ancr          irrig    evap_amount        biomass          yield     TopsTotalN            esw N_avail_4_rice          NO3()   surfaceom_wt    water_table
   (dd/mm/yyyy)         (year)             ()              ()                  (d)             ()        (kg/ha)        (kg/ha)             ()            (m)             ()             ()             ()        (kg/ha)             ()             ()             ()             ()             ()           (mm)        (kg/ha)        (kg/ha)        (kg/ha)           (mm)
     20/05/1988           1988           rice               ?                   51              4         3034.1            0.0          4.448          0.350          1.000          1.000          1.000          101.0          0.000        111.614              ?              ?              ?        336.320            0.4           10.6          241.9       1992.883
     21/05/1988           1988           rice               ?                   52              4         3313.2            0.0          4.739          0.360          1.000          1.000          1.000          101.3          0.000        112.939              ?              ?              ?        359.622            0.4           10.5          241.9       1992.697
     22/05/1988           1988           rice               ?                   53              4         3606.1            0.0          5.024          0.370          1.000          1.000          1.000          109.3          0.000        114.238              ?              ?              ?        358.185           16.1           10.5          241.9       1992.312
     23/05/1988           1988           rice               ?                   54              4         3901.9            0.0          5.242          0.380          1.000          1.000          1.000          117.3          0.000        115.477              ?              ?              ?        352.822           16.0           10.5          228.7       1991.559
     24/05/1988           1988           rice               ?                   55              4         4202.2            0.0          5.434          0.390          1.000          0.957          1.000          125.3          0.000        116.961              ?              ?              ?        343.133           12.5           10.4          217.1       1990.297
     25/05/1988           1988           rice               ?                   56              4         4519.4            0.0          5.604          0.400          1.000          0.968          1.000          131.7          0.000        118.329              ?              ?              ?        341.327            6.4           10.4          205.3       1988.406
     26/05/1988           1988           rice               ?                   57              4         4841.1           18.4          5.746          0.400          1.000          0.831          1.000          133.0          0.000        119.559              ?              ?              ?        330.632            1.2           10.4          205.3       1985.793
     27/05/1988           1988           rice               ?                   58              4         5159.9           60.2          5.850          0.400          1.000          0.807          1.000          133.8          0.000        121.040              ?              ?              ?        327.613            0.9           10.3          205.3       1982.385
     28/05/1988           1988           rice               ?                   59              4         5477.1          126.0          5.917          0.400          1.000          0.672          1.000          134.6          0.000        122.416              ?              ?              ?        317.541            0.8           10.3          205.3       1978.132
     29/05/1988           1988           rice               ?                   60              4         5789.2          215.0          5.946          0.400          1.000          0.604          1.000          135.4          0.000        123.791              ?              ?              ?        308.612            0.7           10.3          205.3       1973.002
     30/05/1988           1988           rice               ?                   61              4         6130.4          338.3          5.951          0.400          1.000          0.820          1.000          135.9          0.000        125.006              ?              ?              ?        325.924            0.5           10.2          205.3       1966.987
     31/05/1988           1988           rice               ?                   62              4         6528.8          511.7          5.934          0.400          1.000          0.770          1.000          136.9          0.000        126.186              ?              ?              ?        318.047            0.6           10.2          205.3       1960.100
     01/06/1988           1988           rice               ?                   63              4         6948.9          719.5          5.891          0.400          1.000          0.930          1.000          137.8          0.000        127.256              ?              ?              ?        342.412            0.4           10.2          205.3       1952.372
     02/06/1988           1988           rice               ?                   64              4         7331.4          934.6          5.807          0.400          1.000          0.877          1.000          138.9          0.000        128.910              ?              ?              ?        329.764            0.6           10.2          205.3       1943.850
     03/06/1988           1988           rice               ?                   65              4         7639.1         1174.5          5.703          0.400          1.000          0.900          1.000          140.0          0.000        130.629              ?              ?              ?        328.667            0.6           10.2          205.3       1934.596
     04/06/1988           1988           rice               ?                   66              4         7948.1         1434.0          5.600          0.400          1.000          0.761          1.000          141.2          0.000        131.867              ?              ?              ?        318.475            0.7           10.2          205.3       1924.677
     05/06/1988           1988           rice               ?                   67              4         8270.0         1722.4          5.498          0.400          1.000          0.664          1.000          142.6          0.000        133.256              ?              ?              ?        306.888            0.7           10.2          205.3       1914.169
     06/06/1988           1988           rice               ?                   68              4         8550.8         1996.1          5.396          0.400          1.000          0.586          1.000          151.2          0.000        134.762              ?              ?              ?        297.907           33.4           14.9          205.3       1903.152
     07/06/1988           1988           rice               ?                   69              4         8840.5         2293.8          5.295          0.400          1.000          0.524          0.954          159.9          0.000        135.990              ?              ?              ?        289.114           37.3           19.4          197.2       1891.712
     08/06/1988           1988           rice               ?                   70              4         9153.5         2630.7          5.193          0.400          1.000          0.899          1.000          166.4          0.000        137.195              ?              ?              ?        323.458           32.8           15.8          186.5       1879.956
     09/06/1988           1988           rice               ?                   71              4         9475.4         2993.9          5.092          0.400          1.000          0.907          1.000          172.7         18.887        138.369              ?              ?              ?        326.069           28.9           12.4          176.3       1868.003
     10/06/1988           1988           rice               ?                   72              4         9801.7         3363.2          4.991          0.400          1.000          0.881          1.000          179.2         18.887        139.527              ?              ?              ?        317.739           24.5           12.3          167.3       1855.974
     11/06/1988           1988           rice               ?                   73              4        10127.2         3727.4          4.891          0.400          1.000          0.915          1.000          185.6         18.887        140.682              ?              ?              ?        329.045           19.4           10.2          158.2       1843.983
     12/06/1988           1988           rice               ?                   74              4        10465.7         4100.8          4.790          0.400          1.000          0.912          1.000          192.1         18.887        141.845              ?              ?              ?        322.884           14.4           10.2          149.6       1832.139
     13/06/1988           1988           rice               ?                   75              4        10808.3         4474.8          4.691          0.400          1.000          1.000          1.000          198.7         18.887        142.985              ?              ?              ?        349.753            8.9           10.2          141.5       1820.531
     14/06/1988           1988           rice               ?                   76              4        11148.7         4843.4          4.591          0.400          1.000          1.000          1.000          202.9         18.887        144.120              ?              ?              ?        389.520            3.4           10.2          133.8       1807.757
     15/06/1988           1988           rice               ?                   77              4        11483.8         5203.9          4.492          0.400          1.000          1.000          1.000          204.0         18.887        145.266              ?              ?              ?        412.462            0.3           10.1          133.8         15.439
     16/06/1988           1988           rice               ?                   78              4        11823.0         5565.9          4.393          0.400          1.000          1.000          1.000          205.1         18.887        146.424              ?              ?              ?        412.628            0.3           10.0          133.8         15.169
     17/06/1988           1988           rice               ?                   79              4        12138.4         5901.9          4.294          0.400          1.000          1.000          1.000          206.1         18.887        147.561              ?              ?              ?        412.313            0.3           10.0          133.8         15.811
     18/06/1988           1988           rice               ?                   80              4        12434.7         6216.7          4.196          0.400          1.000          1.000          1.000          207.2         18.887        148.747              ?              ?              ?        403.396            0.4            9.9          133.8        174.874
     19/06/1988           1988           rice               ?                   81              4        12750.3         6549.0          4.098          0.400          1.000          0.910          1.000          208.5         18.887        150.019              ?              ?              ?        392.415            0.5            9.8          133.8        305.919
     20/06/1988           1988           rice               ?                   82              4        13031.7         6845.4          4.000          0.400          1.000          0.854          1.000          209.7         18.887        151.580              ?              ?              ?        383.787            0.5            9.8          133.8        331.009
     21/06/1988           1988           rice               ?                   83              4        13317.5         7144.7          3.903          0.400          1.000          0.809          1.000          211.0         18.887        152.820              ?              ?              ?        378.333            0.6            9.7          133.8        361.180
     22/06/1988           1988           rice               ?                   84              4        13617.0         7301.6          3.806          0.400          1.000          0.745          1.000          211.9         18.887        154.039              ?              ?              ?        370.899            0.6            9.6          133.8        396.691
     23/06/1988           1988           rice               ?                   85              4        13935.2         7301.6          3.709          0.400          1.000          0.888          1.000          212.5         18.887        155.259              ?              ?              ?        377.515            0.5            9.6          133.8        432.759
     24/06/1988           1988           rice               ?                   86              4        14254.0         7301.6          3.608          0.400          1.000          0.981          1.000          212.9         18.887        156.477              ?              ?              ?        388.885            0.4            9.5          133.8        451.419
     25/06/1988           1988           rice               ?                   87              4        14569.2         7301.6          3.504          0.400          1.000          1.000          1.000          213.2         18.887        157.687              ?              ?              ?        401.711            0.4            9.4          133.8        442.240
     26/06/1988           1988           rice               ?                   88              4        14881.0         7301.6          3.398          0.400          1.000          1.000          1.000          213.6         18.887        158.899              ?              ?              ?        396.468            0.4            9.4          133.8        440.838
     27/06/1988           1988           rice               ?                   89              4        15200.9         7301.6          3.290          0.400          1.000          1.000          1.000          214.0         18.887        160.114              ?              ?              ?        412.630            0.3            9.3          133.8         15.836
     28/06/1988           1988           rice               ?                   90              4        15516.3         7301.6          3.180          0.400          1.000          1.000          1.000          214.3         18.887        161.301              ?              ?              ?        412.646            0.3            9.2          133.8         15.897
     29/06/1988           1988           rice               ?                   91              4        15812.5         7301.6          3.069          0.400          1.000          1.000          1.000          214.6         18.887        162.494              ?              ?              ?        412.427            0.3            9.2          133.8         16.436
     30/06/1988           1988           rice               ?                   92              4        16108.7         7301.6          2.958          0.400          1.000          1.000          1.000          214.9         18.887        163.726              ?              ?              ?        412.526            0.3            9.1          133.8         16.348
     01/07/1988           1988           rice               ?                   93              4        16396.3         7301.6          2.846          0.400          1.000          1.000          1.000          215.3         18.887        164.952              ?              ?              ?        404.368            0.4            9.0          133.8        173.783
     02/07/1988           1988           rice               ?                   94              4        16707.8         7301.6          2.734          0.400          1.000          1.000          1.000          215.7         18.887        166.193              ?              ?              ?        401.731            0.4            9.0          133.8        300.341
     03/07/1988           1988           rice               ?                   95              4        16995.7         7301.6          2.622          0.400          1.000          1.000          1.000          216.0         18.887        167.363              ?              ?              ?        412.732            0.3            8.9          133.8         16.311
     04/07/1988           1988           rice               ?                   96              4        17279.5         7301.6          2.511          0.400          1.000          1.000          1.000          216.3         18.887        168.586              ?              ?              ?        412.795            0.3            8.9          133.8         16.323
     05/07/1988           1988           rice               ?                   97              4        17570.0         7301.6          2.400          0.400          1.000          1.000          1.000          216.6         18.887        169.810              ?              ?              ?        409.201            0.3            8.8          133.8        168.200
     06/07/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000          1.195              ?              ?              ?        414.996            0.3            8.8            0.0         75.387
     07/07/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000          6.849              ?              ?              ?        415.074            0.3            8.8            0.0         74.341
     08/07/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         12.424              ?              ?              ?        414.071            0.3            8.8            0.0         87.721
     09/07/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         18.370              ?              ?              ?        415.168            0.3            8.7            0.0         73.090
     10/07/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         23.851              ?              ?              ?        415.087            0.3            8.7            0.0         74.173
     11/07/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         29.414              ?              ?              ?        415.023            0.3            8.7            0.0         75.032
     12/07/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         35.042              ?              ?              ?        414.772            0.3            8.6            0.0         78.372
     13/07/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         40.920              ?              ?              ?        414.930            0.3            8.6            0.0         76.265
     14/07/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         46.640              ?              ?              ?        413.616            0.3            8.5            0.0         93.793
     15/07/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         49.954              ?              ?              ?        412.718            0.3            8.5            0.0        105.756
     16/07/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         54.851              ?              ?              ?        411.991            0.4            8.5            0.0        115.456
     17/07/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         56.578              ?              ?              ?        415.000            0.4            8.4            0.0         75.331
     18/07/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         62.228              ?              ?              ?        414.052            0.4            8.4            0.0         87.977
     19/07/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         68.119              ?              ?              ?        414.962            0.4            8.3            0.0         75.835
     20/07/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         73.806              ?              ?              ?        413.634            0.4            8.3            0.0         93.551
     21/07/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         79.134              ?              ?              ?        412.732            0.5            8.3            0.0        105.569
     22/07/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         80.036              ?              ?              ?        413.372            0.5            8.2            0.0         97.044
     23/07/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         85.193              ?              ?              ?        415.175            0.6            8.2            0.0         73.001
     24/07/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         90.669              ?              ?              ?        415.089            0.6            8.2            0.0         74.152
     25/07/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         96.230              ?              ?              ?        415.055            0.7            8.2            0.0         74.597
     26/07/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000        101.825              ?              ?              ?        415.048            0.7            8.1            0.0         74.690
     27/07/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000        107.427              ?              ?              ?        413.681            0.8            8.1            0.0         92.922
     28/07/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000        110.794              ?              ?              ?        412.768            0.8            8.2            0.0        105.086
     29/07/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000        111.706              ?              ?              ?        412.033            0.9            8.2            0.0        114.892
     30/07/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000        112.442              ?              ?              ?        411.400            1.0            8.2            0.0        123.338
     31/07/1988           1988           rice               ?                    1              2            0.6            0.0          0.013          0.010          1.000          1.000          1.000            0.0          0.000        116.075              ?              ?              ?        410.835            1.1            8.2            0.0        130.869
     01/08/1988           1988           rice               ?                    2              2            1.3            0.0          0.015          0.020          1.000          1.000          1.000            0.0          0.000        118.640              ?              ?              ?        410.320            1.1            8.3            0.0        137.731
     02/08/1988           1988           rice               ?                    3              2            2.1            0.0          0.018          0.030          1.000          1.000          1.000            0.0          0.000        122.155              ?              ?              ?        410.716            1.2            8.3            0.0        132.453
     03/08/1988           1988           rice               ?                    4              2            3.0            0.0          0.021          0.040          1.000          1.000          1.000            0.0          0.000        126.707              ?              ?              ?        415.221            1.3            8.3            0.0         72.383
     04/08/1988           1988           rice               ?                    5              2            4.1            0.0          0.024          0.050          1.000          1.000          1.000            0.0          0.000        132.136              ?              ?              ?        413.771            1.4            8.3            0.0         91.726
     05/08/1988           1988           rice               ?                    6              2            5.4            0.0          0.028          0.060          1.000          1.000          1.000            0.0          0.000        133.586              ?              ?              ?        415.195            1.4            8.3            0.0         72.736
     06/08/1988           1988           rice               ?                    7              2            6.9            0.0          0.033          0.070          1.000          1.000          1.000            0.0          0.000        139.041              ?              ?              ?        413.757            1.5            8.3            0.0         91.902
     07/08/1988           1988           rice               ?                    8              2            8.7            0.0          0.039          0.080          1.000          1.000          1.000            0.0          0.000        144.479              ?              ?              ?        414.912            1.6            8.3            0.0         76.506
     08/08/1988           1988           rice               ?                    9              2           10.8            0.0          0.045          0.090          1.000          1.000          1.000            0.0          0.000        150.217              ?              ?              ?        414.031            1.7            8.3            0.0         88.255
     09/08/1988           1988           rice               ?                   10              2           13.4            0.0          0.053          0.100          1.000          1.000          1.000            0.0          0.000        156.055              ?              ?              ?        415.338            1.7            8.3            0.0         70.821
     10/08/1988           1988           rice               ?                   11              2           16.3            0.0          0.062          0.110          1.000          1.000          1.000            0.0          0.000        161.367              ?              ?              ?        415.265            1.8            8.4            0.0         71.803
     11/08/1988           1988           rice               ?                   12              2           19.8            0.0          0.072          0.120          1.000          1.000          1.000            0.0          0.000        166.752              ?              ?              ?        415.326            1.9            8.4            0.0         70.983
     12/08/1988           1988           rice               ?                   13              2           24.0            0.0          0.084          0.130          1.000          1.000          1.000            0.0          0.000        172.076              ?              ?              ?        415.324            2.0            8.4            0.0         71.016
     13/08/1988           1988           rice               ?                   14              2           28.7            0.0          0.098          0.140          1.000          1.000          1.000            0.0          0.000        177.402              ?              ?              ?        413.820            2.0            8.4            0.0         91.067
     14/08/1988           1988           rice               ?                   15              2           34.4            0.0          0.115          0.150          1.000          1.000          1.000            0.0          0.000        178.906              ?              ?              ?        412.874            2.1            8.5            0.0        103.681
     15/08/1988           1988           rice               ?                   16              2           41.2            0.0          0.135          0.160          1.000          1.000          1.000            0.0          0.000        179.852              ?              ?              ?        414.425            4.8            8.5            0.0         83.004
     16/08/1988           1988           rice               ?                   17              2           49.1            0.0          0.157          0.170          1.000          1.000          1.000            0.0          0.000        185.765              ?              ?              ?        413.303            4.9            8.6            0.0         97.959
     17/08/1988           1988           rice               ?                   18              2           58.5            0.0          0.184          0.180          1.000          1.000          1.000            0.0          0.000        190.886              ?              ?              ?        412.472            5.1            8.6            0.0        109.035
     18/08/1988           1988           rice               ?                   19              2           69.5            0.0          0.216          0.190          1.000          1.000          1.000            0.0          0.000        191.717              ?              ?              ?        411.781            5.3            8.7            0.0        118.247
     19/08/1988           1988           rice               ?                   20              2           82.3            0.0          0.252          0.200          1.000          1.000          1.000            0.0          0.000        192.408              ?              ?              ?        412.791            5.4            8.7            0.0        104.789
     20/08/1988           1988           rice               ?                   21              2           97.5            0.0          0.294          0.210          1.000          1.000          1.000            0.0          0.000        197.327              ?              ?              ?        412.052            5.6            8.8            0.0        114.643
     21/08/1988           1988           rice               ?                   22              3          115.3            0.0          0.294          0.060          1.000          1.000          1.000            0.0          0.000        198.066              ?              ?              ?        415.218            5.8            8.8            0.0         72.424
     22/08/1988           1988           rice               ?                   23              4          133.4            0.0          0.294          0.070          1.000          0.979          1.000            2.9          0.000        203.498              ?              ?              ?        412.669            2.9            6.2            0.0         91.747
     23/08/1988           1988           rice               ?                   24              4          155.2            0.0          0.294          0.080          1.000          1.000          1.000            3.2          0.000        204.947              ?              ?              ?        414.976            0.3            6.2            0.0         60.962
     24/08/1988           1988           rice               ?                   25              4          176.1            0.0          0.294          0.090          1.000          1.000          1.000            3.5          0.000        209.519              ?              ?              ?        414.945            0.3            6.1            0.0         61.270
     25/08/1988           1988           rice               ?                   26              4          195.7            0.0          0.294          0.100          1.000          0.932          1.000            3.8          0.000        214.114              ?              ?              ?        411.855            0.3            6.1            0.0        102.399
     26/08/1988           1988           rice               ?                   27              4          213.9            0.0          0.294          0.110          1.000          0.805          1.000            4.2          0.000        219.089              ?              ?              ?        409.715            0.4            6.0            0.0        130.805
     27/08/1988           1988           rice               ?                   28              4          231.0            0.0          0.311          0.120          1.000          0.719          1.000            4.6          0.000        224.105              ?              ?              ?        407.794            0.4            6.0            0.0        153.138
     28/08/1988           1988           rice               ?                   29              4          249.1            0.0          0.329          0.130          1.000          0.719          1.000            5.0          0.000        224.890              ?              ?              ?        405.948            0.4            6.1            0.0        165.138
     29/08/1988           1988           rice               ?                   30              4          268.2            0.0          0.349          0.140          1.000          0.719          1.000            5.4          0.000        228.555              ?              ?              ?        405.777            0.4            6.2            0.0        165.834
     30/08/1988           1988           rice               ?                   31              4          288.3            0.0          0.369          0.150          1.000          0.719          1.000            5.9          0.000        233.444              ?              ?              ?        403.635            0.4            6.5            0.0        178.973
     31/08/1988           1988           rice               ?                   32              4          309.7            0.0          0.390          0.160          1.000          0.719          1.000            6.3          0.000        234.167              ?              ?              ?        401.634            0.4            6.5            0.0        192.607
     01/09/1988           1988           rice               ?                   33              4          332.7            0.0          0.413          0.170          1.000          0.737          1.000           10.2          0.000        238.793              ?              ?              ?        399.639            3.9            5.8            0.0        205.500
     02/09/1988           1988           rice               ?                   34              4          365.5            0.0          0.445          0.180          1.000          1.000          1.000           10.5          0.000        239.352              ?              ?              ?        410.563            0.4            5.7            0.0        171.495
     03/09/1988           1988           rice               ?                   35              4          401.1            0.0          0.477          0.190          1.000          1.000          1.000           10.9          0.000        243.611              ?              ?              ?        414.992            0.3            5.7            0.0         54.930
     04/09/1988           1988           rice               ?                   36              4          435.9            0.0          0.512          0.200          1.000          0.929          1.000           11.3          0.000        247.731              ?              ?              ?        410.901            0.4            5.7            0.0        107.214
     05/09/1988           1988           rice               ?                   37              4          474.2            0.0          0.551          0.210          1.000          1.000          1.000           11.6          0.000        250.114              ?              ?              ?        414.829            0.3            5.6            0.0         53.921
     06/09/1988           1988           rice               ?                   38              4          514.3            0.0          0.594          0.220          1.000          1.000          1.000           11.9          0.000        254.158              ?              ?              ?        414.766            0.3            5.6            0.0         53.033
     07/09/1988           1988           rice               ?                   39              4          555.5            0.0          0.641          0.230          1.000          1.000          1.000           12.2          0.000        258.136              ?              ?              ?        414.670            0.3            5.5            0.0         52.192
     08/09/1988           1988           rice               ?                   40              4          599.9            0.0          0.689          0.240          1.000          0.980          1.000           12.5          0.000        262.050              ?              ?              ?        411.432            0.4            5.5            0.0         93.969
     09/09/1988           1988           rice               ?                   41              4          646.1            0.0          0.743          0.250          1.000          1.000          1.000           12.8          0.000        265.118              ?              ?              ?        414.689            0.3            5.5            0.0         48.418
     10/09/1988           1988           rice               ?                   42              4          693.2            0.0          0.800          0.260          1.000          1.000          1.000           13.1          0.000        268.749              ?              ?              ?        413.352            0.3            5.4            0.0         56.142
     11/09/1988           1988           rice               ?                   43              4          742.5            0.0          0.857          0.270          1.000          0.919          1.000           13.6          0.000        272.960              ?              ?              ?        407.584            0.4            5.4            0.0        154.776
     12/09/1988           1988           rice               ?                   44              4          791.4            0.0          0.914          0.280          1.000          0.844          1.000           14.1          0.000        275.258              ?              ?              ?        403.385            0.5            5.3            0.0        168.991
     13/09/1988           1988           rice               ?                   45              4          842.6            0.0          0.973          0.290          1.000          0.850          1.000           14.6          0.000        276.291              ?              ?              ?        399.174            0.5            5.3            0.0        195.387
     14/09/1988           1988           rice               ?                   46              4          897.9            0.0          1.036          0.300          1.000          0.855          1.000           15.1          0.000        277.085              ?              ?              ?        395.275            0.5            5.3            0.0        222.634
     15/09/1988           1988           rice               ?                   47              4          975.1            0.0          1.341          0.310          1.000          1.000          1.000           15.5          0.000        277.754              ?              ?              ?        406.173            0.4            5.2            0.0        193.476
     16/09/1988           1988           rice               ?                   48              4         1071.7            0.0          1.516          0.320          1.000          0.945          1.000           18.8          0.000        280.979              ?              ?              ?        400.497            3.3            5.2            0.0        202.097
     17/09/1988           1988           rice               ?                   49              4         1184.2            0.0          1.669          0.330          1.000          1.000          1.000           19.2          0.000        282.746              ?              ?              ?        411.071            0.4            5.1            0.0         43.758
     18/09/1988           1988           rice               ?                   50              4         1294.7            0.0          1.799          0.340          1.000          0.936          1.000           19.7          0.000        286.028              ?              ?              ?        402.054            0.5            5.1            0.0        168.959
