ApsimVersion = 7.10
Title = Wether in pasture crop rotation_WheatPaddock_DailyOutput.out
             Date          biomass    green_biomass animals_paddock[1] animals_paddock[2] animals_paddock[3]        cover_tot  surfaceom_cover
     (dd/MM/yyyy)          (kg/ha)          (kg/ha)                 ()                 ()                 ()               ()        (m^2/m^2)
       25/09/1999          6839.29          6669.60     pasturepaddock                  ?                  ?             0.92             0.28
       26/09/1999          7037.70          6837.49     pasturepaddock                  ?                  ?             0.91             0.27
       27/09/1999          7194.18          6993.97     pasturepaddock                  ?                  ?             0.91             0.27
       28/09/1999          7406.54          7206.33     pasturepaddock                  ?                  ?             0.91             0.26
       29/09/1999          7573.86          7333.35     pasturepaddock                  ?                  ?             0.91             0.26
       30/09/1999          7629.44          7388.93     pasturepaddock                  ?                  ?             0.91             0.25
       01/10/1999          7762.83          7522.32     pasturepaddock                  ?                  ?             0.91             0.25
       02/10/1999          7962.91          7722.40     pasturepaddock                  ?                  ?             0.91             0.24
       03/10/1999          8051.83          7811.32     pasturepaddock                  ?                  ?             0.91             0.24
       04/10/1999          8218.57          7978.06     pasturepaddock                  ?                  ?             0.91             0.23
       05/10/1999          8451.99          8211.48     pasturepaddock                  ?                  ?             0.91             0.23
       06/10/1999          8707.65          8467.14     pasturepaddock                  ?                  ?             0.91             0.22
       07/10/1999          8963.31          8722.80     pasturepaddock                  ?                  ?             0.91             0.22
       08/10/1999          9205.82          8963.76     pasturepaddock                  ?                  ?             0.91             0.21
       09/10/1999          9404.41          9114.90     pasturepaddock                  ?                  ?             0.91             0.21
       10/10/1999          9503.74          9214.22     pasturepaddock                  ?                  ?             0.91             0.20
       11/10/1999          9724.47          9434.95     pasturepaddock                  ?                  ?             0.91             0.20
       12/10/1999          9963.33          9656.03     pasturepaddock                  ?                  ?             0.91             0.20
       13/10/1999         10073.39          9766.09     pasturepaddock                  ?                  ?             0.91             0.19
       14/10/1999         10260.51          9953.20     pasturepaddock                  ?                  ?             0.91             0.19
       15/10/1999         10491.65         10184.34     pasturepaddock                  ?                  ?             0.91             0.18
       16/10/1999         10704.36         10351.04     pasturepaddock                  ?                  ?             0.91             0.18
       17/10/1999         10887.93         10468.61     pasturepaddock                  ?                  ?             0.91             0.17
       18/10/1999         11028.37         10609.05     pasturepaddock                  ?                  ?             0.91             0.17
       19/10/1999         11287.63         10868.32     pasturepaddock                  ?                  ?             0.91             0.17
       20/10/1999         11546.62         11108.47     pasturepaddock                  ?                  ?             0.90             0.17
       21/10/1999         11728.16         11227.60     pasturepaddock                  ?                  ?             0.90             0.16
       22/10/1999         11957.46         11440.63     pasturepaddock                  ?                  ?             0.90             0.16
       23/10/1999         12127.08         11610.25     pasturepaddock                  ?                  ?             0.90             0.16
       24/10/1999         12222.49         11705.66     pasturepaddock                  ?                  ?             0.90             0.16
       25/10/1999         12476.91         11960.08     pasturepaddock                  ?                  ?             0.90             0.16
       26/10/1999         12626.30         12109.47     pasturepaddock                  ?                  ?             0.90             0.15
       27/10/1999         12847.40         12330.57     pasturepaddock                  ?                  ?             0.90             0.15
       28/10/1999         13039.45         12522.63     pasturepaddock                  ?                  ?             0.90             0.15
       29/10/1999         13186.17         12669.34     pasturepaddock                  ?                  ?             0.90             0.15
       30/10/1999         13218.84         12702.02     pasturepaddock                  ?                  ?             0.90             0.14
       31/10/1999         13311.48         12794.65     pasturepaddock                  ?                  ?             0.90             0.14
       01/11/1999         13414.28         12897.45     pasturepaddock                  ?                  ?             0.90             0.14
       02/11/1999         13499.89         12983.06     pasturepaddock                  ?                  ?             0.90             0.13
       03/11/1999         13573.55         13056.72     pasturepaddock                  ?                  ?             0.90             0.13
       04/11/1999         13640.87         13124.04     pasturepaddock                  ?                  ?             0.90             0.13
       05/11/1999         13679.08         13152.05     pasturepaddock                  ?                  ?             0.90             0.13
       06/11/1999         13714.09         13107.89     pasturepaddock                  ?                  ?             0.90             0.12
       07/11/1999         13761.41         13088.67     pasturepaddock                  ?                  ?             0.89             0.12
       08/11/1999         13784.00         13049.99     pasturepaddock                  ?                  ?             0.89             0.12
       09/11/1999         13836.12         13049.89     pasturepaddock                  ?                  ?             0.89             0.12
       10/11/1999         13889.64         13049.51     pasturepaddock                  ?                  ?             0.88             0.12
       11/11/1999         13940.33         13042.92     pasturepaddock                  ?                  ?             0.88             0.11
       12/11/1999         13986.27         13024.85     pasturepaddock                  ?                  ?             0.88             0.11
       13/11/1999         14024.37         12986.51     pasturepaddock                  ?                  ?             0.87             0.11
       14/11/1999         14052.15         12944.61     pasturepaddock                  ?                  ?             0.87             0.11
       15/11/1999         14069.44         12894.93     pasturepaddock                  ?                  ?             0.86             0.11
       16/11/1999         14105.70         12876.44     pasturepaddock                  ?                  ?             0.86             0.11
       17/11/1999         14134.66         12854.45     pasturepaddock                  ?                  ?             0.86             0.10
       18/11/1999         14168.51         12817.98     pasturepaddock                  ?                  ?             0.85             0.10
       19/11/1999         14199.19         12776.22     pasturepaddock                  ?                  ?             0.85             0.10
       20/11/1999         14222.96         12719.76     pasturepaddock                  ?                  ?             0.84             0.10
       21/11/1999         14229.30         12659.78     pasturepaddock                  ?                  ?             0.83             0.10
       22/11/1999         14245.38         12600.69     pasturepaddock                  ?                  ?             0.83             0.10
       23/11/1999         14263.13         12552.74     pasturepaddock                  ?                  ?             0.82             0.10
       24/11/1999         14283.22         12509.03     pasturepaddock                  ?                  ?             0.82             0.09
       25/11/1999         14285.11         12434.28     pasturepaddock                  ?                  ?             0.81             0.09
       26/11/1999         14285.11         12348.37     pasturepaddock                  ?                  ?             0.80             0.09
       27/11/1999         14285.11         12184.88     pasturepaddock                  ?                  ?             0.79             0.09
       28/11/1999             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.99
       29/11/1999             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.99
       30/11/1999             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.99
       01/12/1999             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.99
       02/12/1999             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.99
       03/12/1999             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.99
       04/12/1999             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.99
       05/12/1999             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.99
       06/12/1999             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.99
       07/12/1999             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.99
       08/12/1999             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.99
       09/12/1999             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.99
       10/12/1999             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.99
       11/12/1999             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.99
       12/12/1999             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.99
       13/12/1999             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.99
       14/12/1999             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.99
       15/12/1999             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.98
       16/12/1999             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.98
       17/12/1999             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.98
       18/12/1999             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.98
       19/12/1999             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.98
       20/12/1999             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.98
       21/12/1999             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.98
       22/12/1999             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.98
       23/12/1999             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.98
       24/12/1999             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.98
       25/12/1999             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.98
       26/12/1999             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.98
       27/12/1999             0.00             0.00       wheatpaddock                  ?                  ?             0.00             0.98
       28/12/1999             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.98
       29/12/1999             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.98
       30/12/1999             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.98
       31/12/1999             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.98
       01/01/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.98
       02/01/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.98
       03/01/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.98
       04/01/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.98
       05/01/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.98
       06/01/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.98
       07/01/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.97
       08/01/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.97
       09/01/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.97
       10/01/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.97
       11/01/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.97
       12/01/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.97
       13/01/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.97
       14/01/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.97
       15/01/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.97
       16/01/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.97
       17/01/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.97
       18/01/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.97
       19/01/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.97
       20/01/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.97
       21/01/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.97
       22/01/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.97
       23/01/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.97
       24/01/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.97
       25/01/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.97
       26/01/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.97
       27/01/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.97
       28/01/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.97
       29/01/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.97
       30/01/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.97
       31/01/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.97
       01/02/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.97
       02/02/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.97
       03/02/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.97
       04/02/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.97
       05/02/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.97
       06/02/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.97
       07/02/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.96
       08/02/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.96
       09/02/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.96
       10/02/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.96
       11/02/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.96
       12/02/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.96
       13/02/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.96
       14/02/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.96
       15/02/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.96
       16/02/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.96
       17/02/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.96
       18/02/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.96
       19/02/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.96
       20/02/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.96
       21/02/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.96
       22/02/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.95
       23/02/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.95
       24/02/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.95
       25/02/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.95
       26/02/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.95
       27/02/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.95
       28/02/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.95
       29/02/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.94
       01/03/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.94
       02/03/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.94
       03/03/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.94
       04/03/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.94
       05/03/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.94
       06/03/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.94
       07/03/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.94
       08/03/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.94
       09/03/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.94
       10/03/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.94
       11/03/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.94
       12/03/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.94
       13/03/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.94
       14/03/2000             0.00             0.00            feedlot                  ?                  ?             0.00             0.94
       15/03/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.94
       16/03/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.94
       17/03/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.94
       18/03/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.94
       19/03/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.94
       20/03/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.94
       21/03/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.94
       22/03/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.93
       23/03/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.93
       24/03/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.93
       25/03/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.93
       26/03/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.93
       27/03/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.92
       28/03/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.92
       29/03/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.92
       30/03/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.92
       31/03/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.92
       01/04/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.92
       02/04/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.92
       03/04/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.92
       04/04/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.91
       05/04/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.91
       06/04/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.91
       07/04/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.91
       08/04/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.91
       09/04/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.90
       10/04/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.90
       11/04/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.90
       12/04/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.90
       13/04/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.90
       14/04/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.89
       15/04/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.89
       16/04/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.89
       17/04/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       18/04/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       19/04/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       20/04/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       21/04/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.88
       22/04/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.87
       23/04/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.87
       24/04/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.87
       25/04/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.87
       26/04/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.87
       27/04/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.87
       28/04/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.87
       29/04/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.87
       30/04/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.87
       01/05/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.87
       02/05/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.87
       03/05/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.87
       04/05/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.86
       05/05/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.86
       06/05/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.86
       07/05/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.86
       08/05/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.85
       09/05/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.85
       10/05/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.85
       11/05/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.85
       12/05/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.85
       13/05/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.85
       14/05/2000             0.00             0.00                  ?                  ?                  ?             0.00             0.84
       15/05/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.84
       16/05/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.84
       17/05/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.84
       18/05/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.84
       19/05/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.84
       20/05/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.84
       21/05/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.84
       22/05/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.83
       23/05/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.83
       24/05/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.83
       25/05/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.83
       26/05/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.83
       27/05/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.83
       28/05/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.83
       29/05/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.59
       30/05/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.58
       31/05/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.58
       01/06/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.58
       02/06/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.58
       03/06/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.58
       04/06/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.58
       05/06/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.58
       06/06/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.57
       07/06/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.57
       08/06/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.57
       09/06/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.57
       10/06/2000             0.00             0.00     pasturepaddock                  ?                  ?             0.00             0.56
       11/06/2000             4.60             4.60     pasturepaddock                  ?                  ?             0.01             0.56
       12/06/2000             5.40             5.40     pasturepaddock                  ?                  ?             0.01             0.56
       13/06/2000             6.59             6.59     pasturepaddock                  ?                  ?             0.01             0.56
       14/06/2000             7.96             7.96     pasturepaddock                  ?                  ?             0.01             0.56
       15/06/2000             9.12             9.12     pasturepaddock                  ?                  ?             0.01             0.56
       16/06/2000             9.66             9.66     pasturepaddock                  ?                  ?             0.01             0.56
       17/06/2000            11.39            11.39     pasturepaddock                  ?                  ?             0.02             0.55
       18/06/2000            12.75            12.75     pasturepaddock                  ?                  ?             0.02             0.55
       19/06/2000            14.18            14.18     pasturepaddock                  ?                  ?             0.02             0.55
       20/06/2000            14.84            14.84     pasturepaddock                  ?                  ?             0.02             0.55
       21/06/2000            16.41            16.41     pasturepaddock                  ?                  ?             0.02             0.55
       22/06/2000            17.86            17.86     pasturepaddock                  ?                  ?             0.02             0.55
       23/06/2000            19.24            19.24     pasturepaddock                  ?                  ?             0.02             0.54
       24/06/2000            20.85            20.85     pasturepaddock                  ?                  ?             0.02             0.54
       25/06/2000            23.58            23.58     pasturepaddock                  ?                  ?             0.03             0.54
       26/06/2000            25.98            25.98     pasturepaddock                  ?                  ?             0.03             0.53
       27/06/2000            27.31            27.31     pasturepaddock                  ?                  ?             0.03             0.53
       28/06/2000            29.19            29.19     pasturepaddock                  ?                  ?             0.03             0.53
       29/06/2000            29.98            29.98     pasturepaddock                  ?                  ?             0.03             0.53
       30/06/2000            34.04            34.04     pasturepaddock                  ?                  ?             0.03             0.52
       01/07/2000            37.31            37.31     pasturepaddock                  ?                  ?             0.04             0.52
       02/07/2000            41.30            41.30     pasturepaddock                  ?                  ?             0.04             0.52
       03/07/2000            45.38            45.38     pasturepaddock                  ?                  ?             0.04             0.52
       04/07/2000            47.98            47.98     pasturepaddock                  ?                  ?             0.04             0.52
       05/07/2000            53.45            53.45     pasturepaddock                  ?                  ?             0.05             0.51
       06/07/2000            55.57            55.57     pasturepaddock                  ?                  ?             0.05             0.51
       07/07/2000            58.26            58.26     pasturepaddock                  ?                  ?             0.05             0.51
       08/07/2000            61.76            61.76     pasturepaddock                  ?                  ?             0.05             0.51
       09/07/2000            66.66            66.66     pasturepaddock                  ?                  ?             0.06             0.50
       10/07/2000            73.68            73.68     pasturepaddock                  ?                  ?             0.06             0.50
       11/07/2000            76.03            76.03     pasturepaddock                  ?                  ?             0.07             0.50
       12/07/2000            79.96            79.96     pasturepaddock                  ?                  ?             0.07             0.50
       13/07/2000            86.40            86.40     pasturepaddock                  ?                  ?             0.07             0.50
       14/07/2000            93.21            93.21     pasturepaddock                  ?                  ?             0.08             0.50
       15/07/2000           101.12           101.12     pasturepaddock                  ?                  ?             0.08             0.49
       16/07/2000           111.16           111.16     pasturepaddock                  ?                  ?             0.09             0.49
       17/07/2000           123.01           122.89     pasturepaddock                  ?                  ?             0.10             0.49
       18/07/2000           134.91           134.68     pasturepaddock                  ?                  ?             0.11             0.49
       19/07/2000           140.39           140.04     pasturepaddock                  ?                  ?             0.11             0.49
       20/07/2000           150.03           149.57     pasturepaddock                  ?                  ?             0.12             0.49
       21/07/2000           162.49           161.89     pasturepaddock                  ?                  ?             0.13             0.48
       22/07/2000           168.85           168.12     pasturepaddock                  ?                  ?             0.13             0.48
       23/07/2000           189.98           189.08     pasturepaddock                  ?                  ?             0.15             0.48
       24/07/2000           204.48           203.35     pasturepaddock                  ?                  ?             0.16             0.47
       25/07/2000           224.66           223.34     pasturepaddock                  ?                  ?             0.17             0.47
       26/07/2000           234.19           232.74     pasturepaddock                  ?                  ?             0.18             0.47
       27/07/2000           249.13           247.54     pasturepaddock                  ?                  ?             0.19             0.47
       28/07/2000           255.30           253.60     pasturepaddock                  ?                  ?             0.19             0.47
       29/07/2000           268.04           266.21     pasturepaddock                  ?                  ?             0.20             0.47
       30/07/2000           281.95           279.95     pasturepaddock                  ?                  ?             0.21             0.47
       31/07/2000           308.87           306.69     pasturepaddock                  ?                  ?             0.22             0.47
       01/08/2000           347.42           344.98     pasturepaddock                  ?                  ?             0.25             0.46
       02/08/2000           381.91           379.24     pasturepaddock                  ?                  ?             0.27             0.46
